Letter,Gene_ID,Gene_Name,GO_ID,GO_Namespace,GO_Name,GOF,a,b,c,d,Pvalue,Adjusted_Pvalue,Enrichment_Score,GO_Level,GO_Children,GSEA_MSigDB,NCBI_Entrez
R,11186,RASSF1,GO:0032259,biological_process,methylation,,18,1,237,3060,8.873954229290239e-20,8.87395422929024e-20,43.86858136478173,2,1,0,0
H,6928,HNF1B,GO:0008219,biological_process,cell death,,13,36,9,3258,1.29639152104637e-19,1.29639152104637e-19,43.48953211500686,2,4,0,0
M,4292,MLH1,GO:0006298,biological_process,mismatch repair,,6,0,0,3310,5.440151483327743e-19,5.440151483327743e-19,42.05530986020676,6,2,1,1
M,84557,MAP1LC3A,GO:0006914,biological_process,autophagy,,12,2,65,3237,8.912245680580508e-19,8.912245680580508e-19,41.56169051669182,3,7,0,0
T,7040,TGFB1,GO:0042603,cellular_component,capsule,,13,22,21,3260,1.3077400004532076e-18,1.3077400004532076e-18,41.17823121702838,4,1,0,0
M,4582,MUC1,GO:0016020,cellular_component,membrane,,18,6,179,3113,3.918188141802512e-18,3.918188141802512e-18,40.08090233566568,2,16,0,0
E,1956,EGFR,GO:0040007,biological_process,growth,,35,14,500,2767,5.113905881800143e-18,5.113905881800143e-18,39.81456820122131,1,10,1,0
G,2688,GH1,GO:0046903,biological_process,secretion,,24,86,57,3149,1.2236204989045126e-17,1.398423427319443e-17,38.808601102174144,4,10,0,0
C,1499,CTNNB1,GO:0023052,biological_process,signaling,,31,20,348,2917,1.8172334661204526e-17,1.8172334661204526e-17,38.546631309854185,1,6,0,0
A,127124,ATP6V1G3,GO:0006306,biological_process,DNA methylation,,11,4,47,3254,2.245365516899923e-17,2.2453655168999226e-17,38.335078259193395,4,4,0,0
B,8314,BAP1,GO:0000785,cellular_component,chromatin,,12,12,34,3258,2.5936667820920943e-17,2.5936667820920943e-17,38.19087396042929,2,5,0,0
L,3920,LAMP2,GO:0090166,biological_process,Golgi disassembly,,9,23,3,3281,4.5825323227802296e-17,5.040785555058253e-17,37.526384646862184,6,1,0,0
E,2028,ENPEP,GO:0016020,cellular_component,membrane,,16,4,181,3115,5.2336517992663445e-17,5.233651799266345e-17,37.48883730570112,2,16,0,0
L,3920,LAMP2,GO:0051179,biological_process,localization,,14,18,48,3236,4.9402675493138785e-17,6.03810478249474e-17,37.34585639592324,1,10,0,0
K,3815,KIT,GO:0016020,cellular_component,membrane,,23,24,174,3095,8.243281297313873e-17,8.243281297313872e-17,37.03454810055079,2,16,0,0
C,842,CASP9,GO:0043293,cellular_component,apoptosome,,6,0,4,3306,1.142431811502492e-16,1.142431811502492e-16,36.708202329486085,2,1,0,1
B,7809,BSND,GO:0006306,biological_process,DNA methylation,,11,6,47,3252,1.9830235408730603e-16,1.9830235408730603e-16,36.15673876709459,4,4,0,0
S,29072,SETD2,GO:0000785,cellular_component,chromatin,,13,23,33,3247,2.063200740975411e-16,2.0632007409754113e-16,36.11710295318088,2,5,0,0
A,207,AKT1,GO:0023052,biological_process,signaling,,33,28,346,2909,2.128063810680791e-16,2.128063810680791e-16,36.08614893065273,1,6,0,0
C,920,CD4,GO:0007613,biological_process,memory,,9,5,24,3278,5.654531983400488e-16,5.654531983400488e-16,35.10890414331763,3,4,0,0
P,3276,PRMT1,GO:0070888,molecular_function,E-box binding,,8,20,3,3285,1.4035621154191657e-15,1.4035621154191657e-15,34.19976302155745,8,1,0,0
L,3920,LAMP2,GO:0006914,biological_process,autophagy,,14,18,63,3221,1.3204719914449537e-15,1.8156489882368115e-15,33.94233342183005,3,7,0,0
A,317,APAF1,GO:0043293,cellular_component,apoptosome,,6,2,4,3304,3.1921849059218747e-15,3.1921849059218747e-15,33.378070789080496,2,1,0,1
P,5076,PAX2,GO:0032259,biological_process,methylation,,24,24,231,3037,3.920709458358404e-15,3.920709458358404e-15,33.17250377320889,2,1,0,0
T,7291,TWIST1,GO:0070888,molecular_function,E-box binding,,7,9,4,3296,4.3020987858720586e-15,4.3020987858720586e-15,33.07967340155053,8,1,0,2
G,2776,GNAQ,GO:0023052,biological_process,signaling,,20,6,359,2931,1.0981035571453874e-14,1.0981035571453874e-14,32.14260664893656,1,6,0,0
U,8408,ULK1,GO:0006914,biological_process,autophagy,,9,1,68,3238,1.198212738404229e-14,1.198212738404229e-14,32.05536024002168,3,7,0,1
F,96459,FNIP1,GO:0005488,molecular_function,binding,,16,15,135,3150,2.593053610417958e-14,2.593053610417958e-14,31.283355120518706,1,52,0,0
V,7412,VCAM1,GO:0007155,biological_process,cell adhesion,,7,0,37,3272,4.408724664431615e-14,4.408724664431615e-14,30.752605846020742,2,7,0,1
I,3682,ITGAE,GO:0007613,biological_process,memory,,8,5,25,3278,4.805407533639152e-14,4.805407533639152e-14,30.66644944859787,3,4,0,0
R,861,RUNX1,GO:0070888,molecular_function,E-box binding,,6,6,5,3299,2.3043415933907604e-13,2.3043415933907604e-13,29.098811216058234,8,1,0,0
C,29126,CD274,GO:0012501,biological_process,programmed cell death,,7,19,4,3286,2.447577671896944e-13,2.447577671896944e-13,29.038507378805683,3,10,0,0
C,54205,CYCS,GO:0043293,cellular_component,apoptosome,,6,8,4,3298,3.4023726289712965e-13,3.4023726289712965e-13,28.709133188621667,2,1,0,0
T,7124,TNF,GO:0040007,biological_process,growth,,17,1,518,2780,4.201633588818347e-13,4.201633588818347e-13,28.49813280953595,1,10,0,0
H,3082,HGF,GO:0040007,biological_process,growth,,22,7,513,2774,1.2988278955560582e-12,1.2988278955560582e-12,27.369558876966803,1,10,0,0
P,5617,PRL,GO:0040007,biological_process,growth,,42,46,493,2735,2.0302030082624253e-12,2.4362436099149105e-12,26.740563767010812,1,10,1,0
P,54704,PDP1,GO:0016310,biological_process,phosphorylation,,7,0,69,3240,2.515178566488216e-12,2.515178566488216e-12,26.708677314305532,5,8,0,0
P,55193,PBRM1,GO:0000785,cellular_component,chromatin,,12,42,34,3228,2.466562460376845e-12,2.6207226141503974e-12,26.667571029255647,2,5,1,0
M,4436,MSH2,GO:0006298,biological_process,mismatch repair,,4,0,2,3310,2.9828437625662475e-12,2.9828437625662475e-12,26.53814398770919,6,2,1,1
P,55193,PBRM1,GO:0006338,biological_process,chromatin remodeling,,7,47,2,3260,7.1538600149320265e-12,8.107708016922963e-12,25.538205899713557,5,6,1,1
C,595,CCND1,GO:0005694,cellular_component,chromosome,,14,10,195,3097,1.143842696232014e-11,1.143842696232014e-11,25.194042642725034,5,6,0,0
H,3133,HLA-E,GO:0009986,cellular_component,cell surface,,7,9,21,3279,1.4821507589120993e-11,1.4821507589120993e-11,24.934941774573076,2,1,1,3
P,65018,PINK1,GO:0000423,biological_process,mitophagy,,4,1,2,3309,1.490701387614711e-11,1.490701387614711e-11,24.929189283792958,5,1,1,0
T,6908,TBP,GO:0005488,molecular_function,binding,,8,0,143,3165,1.544082890216502e-11,1.544082890216502e-11,24.894005887399544,1,52,0,0
F,201163,FLCN,GO:0006914,biological_process,autophagy,,21,136,56,3103,1.6565875944336847e-11,1.6565875944336847e-11,24.823676202351272,3,7,0,0
R,6194,RPS6,GO:0016310,biological_process,phosphorylation,,7,1,69,3239,1.9754299113003166e-11,1.9754299113003166e-11,24.647649971661778,5,8,0,0
V,7422,VEGFA,GO:0001525,biological_process,angiogenesis,,24,127,84,3081,2.615158603888888e-11,2.7288611518840573e-11,24.324551661255306,3,5,0,2
P,5743,PTGS2,GO:0032259,biological_process,methylation,,11,2,244,3059,3.0806711699333144e-11,3.0806711699333144e-11,24.203288537372448,2,1,0,0
P,5465,PPARA,GO:0005777,cellular_component,peroxisome,,5,5,7,3299,5.939008743706422e-11,5.939008743706422e-11,23.546893781649562,6,9,0,0
G,9535,GMFG,GO:0015629,cellular_component,actin cytoskeleton,,6,35,2,3273,6.725494353724661e-11,6.984167213483302e-11,23.384790262317935,6,2,0,0
G,9535,GMFG,GO:0005515,molecular_function,protein binding,,6,35,2,3273,6.725494353724661e-11,6.984167213483302e-11,23.384790262317935,2,110,0,0
M,4540,MT-ND5,GO:0022900,biological_process,electron transport chain,,5,7,6,3298,1.0868979850188757e-10,1.0868979850188757e-10,22.942523176234207,4,2,1,0
S,6521,SLC4A1,GO:0016020,cellular_component,membrane,,8,0,189,3119,1.355057986889931e-10,1.355057986889931e-10,22.722006681771745,2,16,0,0
T,10383,TUBB4B,GO:0009986,cellular_component,cell surface,,5,1,23,3287,1.760005315285981e-10,1.760005315285981e-10,22.460534100846104,2,1,0,0
T,7942,TFEB,GO:0005764,cellular_component,lysosome,,7,15,22,3272,2.805461683647578e-10,2.805461683647578e-10,21.994282811409015,7,6,0,0
E,2028,ENPEP,GO:0004177,molecular_function,aminopeptidase activity,,5,15,3,3293,2.577044335386811e-10,3.2213054192335134e-10,21.8560642428406,5,4,1,2
F,201163,FLCN,GO:0023052,biological_process,signaling,,46,111,333,2826,3.3049620993604474e-10,3.411573779984978e-10,21.798677226055016,1,6,0,0
K,8242,KDM5C,GO:0000785,cellular_component,chromatin,,6,3,40,3267,4.1487364465565773e-10,4.1487364465565773e-10,21.603047112767726,2,5,0,0
C,1026,CDKN1A,GO:0008219,biological_process,cell death,,5,3,17,3291,4.370553653861263e-10,4.370553653861263e-10,21.55096123461057,2,4,0,0
T,7018,TF,GO:0033572,biological_process,transferrin transport,,3,1,0,3312,6.588107590239214e-10,6.588107590239214e-10,21.14058478651385,5,1,1,0
B,672,BRCA1,GO:0006281,biological_process,DNA repair,,5,10,7,3294,7.015103404280449e-10,7.015103404280449e-10,21.077785476041292,5,15,1,0
R,57521,RPTOR,GO:0016310,biological_process,phosphorylation,,6,1,70,3239,8.174330341095919e-10,8.174330341095919e-10,20.924852131974667,5,8,0,0
A,9474,ATG5,GO:0006914,biological_process,autophagy,,6,1,71,3238,8.862780767295789e-10,8.862780767295789e-10,20.843990358212142,3,7,0,1
V,7428,VHL,GO:0000151,cellular_component,ubiquitin ligase complex,,7,122,1,3186,8.902453472386341e-10,8.902453472386341e-10,20.839524020138,3,10,0,0
P,5076,PAX2,GO:0001822,biological_process,kidney development,,6,42,4,3264,1.3419307435922406e-09,1.491034159546934e-09,20.323795890931997,4,3,0,0
K,3791,KDR,GO:0040007,biological_process,growth,,16,5,519,2776,1.5927188742180144e-09,1.5927188742180144e-09,20.257823297287075,1,10,0,0
S,6508,SLC4A3,GO:0016020,cellular_component,membrane,,7,0,190,3119,2.3599404624184826e-09,2.3599404624184826e-09,19.864629446015897,2,16,0,1
P,5728,PTEN,GO:0005694,cellular_component,chromosome,,13,15,196,3092,2.7729523318910745e-09,2.7729523318910745e-09,19.70335326054668,5,6,0,0
V,7428,VHL,GO:0005694,cellular_component,chromosome,,28,101,181,3006,2.6906469342499495e-09,2.7803351653916144e-09,19.700694353420502,5,6,0,0
F,201163,FLCN,GO:0098609,biological_process,cell-cell adhesion,,8,149,3,3156,3.1009438989756446e-09,3.3076734922406876e-09,19.527020767122913,3,20,0,0
P,5788,PTPRC,GO:0007613,biological_process,memory,,5,3,28,3280,3.906212335646035e-09,3.906212335646035e-09,19.360697644564937,3,4,0,0
T,7157,TP53,GO:0008219,biological_process,cell death,,9,89,13,3205,4.306630095168632e-09,4.306630095168632e-09,19.26311011913003,2,4,0,0
P,8502,PKP4,GO:0098609,biological_process,cell-cell adhesion,,4,4,7,3301,4.5625820206907195e-09,4.5625820206907195e-09,19.205377141061696,3,20,0,1
F,2263,FGFR2,GO:0010467,biological_process,gene expression,,17,26,239,3034,4.958485188693761e-09,4.958485188693761e-09,19.122165548360623,4,4,0,0
D,1803,DPP4,GO:0016020,cellular_component,membrane,,10,7,187,3112,5.916371678680952e-09,5.916371678680952e-09,18.94554246806035,2,16,0,1
S,8878,SQSTM1,GO:0006914,biological_process,autophagy,,5,0,72,3239,5.931408538078084e-09,5.931408538078084e-09,18.943004124641448,3,7,0,1
G,11337,GABARAP,GO:0006914,biological_process,autophagy,,5,0,72,3239,5.931408538078084e-09,5.931408538078084e-09,18.943004124641448,3,7,0,0
N,9476,NAPSA,GO:0005819,cellular_component,spindle,,5,1,51,3259,6.792066444226744e-09,6.792066444226744e-09,18.80751060526632,5,2,0,0
A,285,ANGPT2,GO:0001525,biological_process,angiogenesis,,6,1,102,3207,7.0945418776469126e-09,7.0945418776469126e-09,18.763940098165858,3,5,0,1
P,84432,PROK1,GO:0040007,biological_process,growth,,20,13,515,2768,7.464456792485411e-09,7.464456792485411e-09,18.71311317585203,1,10,0,0
T,7157,TP53,GO:0007049,biological_process,cell cycle,,15,83,67,3151,7.638384620716648e-09,7.738889681515551e-09,18.677007611635574,2,2,1,0
L,3920,LAMP2,GO:0005764,cellular_component,lysosome,,7,25,22,3262,5.2220147086586885e-09,8.20602311360651e-09,18.618397426258863,7,6,0,4
U,7386,UQCRFS1,GO:0010467,biological_process,gene expression,,11,7,245,3053,9.23558266043504e-09,9.23558266043504e-09,18.50020213265579,4,4,0,0
H,6928,HNF1B,GO:0000785,cellular_component,chromatin,,9,40,37,3230,1.1410903067368315e-08,1.2225967572180339e-08,18.219703657708816,2,5,1,0
U,7384,UQCRC1,GO:0010467,biological_process,gene expression,,10,5,246,3055,1.3502588749561602e-08,1.3502588749561602e-08,18.120384410658694,4,4,0,0
T,7015,TERT,GO:0003720,molecular_function,telomerase activity,,4,22,1,3289,1.4785514628152817e-08,1.4785514628152816e-08,18.029617876797428,5,1,1,3
P,5076,PAX2,GO:0005694,cellular_component,chromosome,,16,32,193,3075,1.3119246144597167e-08,1.639905768074646e-08,17.92604196225813,5,6,0,0
N,23636,NUP62,GO:0006914,biological_process,autophagy,,5,1,72,3238,3.494353818899733e-08,3.494353818899733e-08,17.169532272656568,3,7,0,0
P,5563,PRKAA2,GO:0016310,biological_process,phosphorylation,,11,51,65,3189,8.734195108400219e-08,8.734195108400219e-08,16.253434950187255,5,8,0,0
C,1029,CDKN2A,GO:0032259,biological_process,methylation,,13,17,242,3044,8.928820147632129e-08,8.928820147632129e-08,16.231396480118512,2,1,0,0
P,10891,PPARGC1A,GO:0023052,biological_process,signaling,,14,12,365,2925,1.3708353254486057e-07,1.3708353254486057e-07,15.802675370321207,1,6,0,0
P,5546,PRCC,GO:0032259,biological_process,methylation,,30,112,225,2949,1.5873622246187956e-07,1.5873622246187956e-07,15.656021990581579,2,1,0,0
C,23468,CBX5,GO:0000792,cellular_component,heterochromatin,,2,0,0,3314,1.8194157128283733e-07,1.8194157128283733e-07,15.519580238320483,3,9,1,1
P,5664,PSEN2,GO:0070765,cellular_component,gamma-secretase complex,,2,0,0,3314,1.8194157128283733e-07,1.8194157128283733e-07,15.519580238320483,4,1,0,1
C,1366,CLDN7,GO:0007155,biological_process,cell adhesion,,7,26,37,3246,1.4580650279322856e-07,1.944086703909714e-07,15.453303345138055,2,7,0,1
K,3855,KRT7,GO:0005737,cellular_component,cytoplasm,,12,46,97,3161,2.1765097026826626e-07,2.236968305534959e-07,15.312974136840838,2,5,0,1
C,999,CDH1,GO:0016020,cellular_component,membrane,,14,33,183,3086,2.58599735264532e-07,2.58599735264532e-07,15.167984394334885,2,16,0,0
K,54474,KRT20,GO:0016020,cellular_component,membrane,,6,1,191,3118,2.7212214002232574e-07,2.7212214002232574e-07,15.117014827240862,2,16,0,0
M,81631,MAP1LC3B,GO:0006914,biological_process,autophagy,,5,3,72,3236,3.144312681259979e-07,3.144312681259979e-07,14.972500328009549,3,7,0,1
L,4012,LNPEP,GO:0004177,molecular_function,aminopeptidase activity,,3,4,5,3304,3.2135779566303284e-07,3.2135779566303284e-07,14.95071070631948,5,4,1,1
P,5478,PPIA,GO:0005488,molecular_function,binding,,5,0,146,3165,1.836839466904638e-07,3.673678933809276e-07,14.816902056713106,1,52,0,0
T,7039,TGFA,GO:0023052,biological_process,signaling,,14,14,365,2923,4.583531219744084e-07,4.583531219744084e-07,14.595625941228981,1,6,0,0
T,7019,TFAM,GO:0023052,biological_process,signaling,,9,3,370,2934,4.893801279201079e-07,4.893801279201079e-07,14.53012629174772,1,6,0,0
H,79366,HMGN5,GO:0031491,molecular_function,nucleosome binding,,2,1,0,3313,5.458247138485088e-07,5.458247138485088e-07,14.420967949652379,3,3,1,0
H,3107,HLA-C,GO:0042612,cellular_component,MHC class I protein complex,,2,1,0,3313,5.458247138485088e-07,5.458247138485088e-07,14.420967949652379,5,1,1,1
L,3916,LAMP1,GO:0016020,cellular_component,membrane,,7,4,190,3115,6.337924138457157e-07,6.337924138457157e-07,14.27154435908007,2,16,0,1
P,84432,PROK1,GO:0001525,biological_process,angiogenesis,,9,24,99,3184,5.927541846910558e-07,6.668484577774378e-07,14.220703016578533,3,5,0,0
R,5925,RB1,GO:0007049,biological_process,cell cycle,,6,9,76,3225,7.973374802499599e-07,7.973374802499599e-07,14.041987809575133,2,2,1,0
C,1366,CLDN7,GO:0070160,cellular_component,tight junction,,4,29,4,3279,5.538118548206253e-07,8.30717782230938e-07,14.000975712009398,5,3,1,0
P,5563,PRKAA2,GO:0006914,biological_process,autophagy,,10,52,67,3187,1.0234074724455156e-06,1.0873704394733603e-06,13.731748217197293,3,7,0,0
R,5906,RAP1A,GO:0051020,molecular_function,GTPase binding,,2,2,0,3312,1.0916494276970157e-06,1.0916494276970157e-06,13.727820769092435,4,1,1,0
R,5906,RAP1A,GO:0043087,biological_process,regulation of GTPase activity,,2,2,0,3312,1.0916494276970157e-06,1.0916494276970157e-06,13.727820769092435,5,3,1,0
P,5336,PLCG2,GO:0006897,biological_process,endocytosis,,2,0,2,3312,1.0916494276990054e-06,1.0916494276990054e-06,13.727820769090613,3,8,1,0
H,6928,HNF1B,GO:0005694,cellular_component,chromosome,,14,35,195,3072,9.54469833552294e-07,1.101311346406493e-06,13.719008955089556,5,6,0,0
M,84557,MAP1LC3A,GO:0005776,cellular_component,autophagosome,,3,11,3,3299,1.1900997216902895e-06,1.2694397031363088e-06,13.576934933474528,6,2,1,7
P,5163,PDK1,GO:0016310,biological_process,phosphorylation,,5,5,71,3235,1.2772223925713482e-06,1.2772223925713482e-06,13.570822843710662,5,8,0,0
D,1672,DEFB1,GO:0010467,biological_process,gene expression,,6,1,250,3059,1.3125566598115731e-06,1.3125566598115733e-06,13.543533674032156,4,4,0,0
F,201163,FLCN,GO:0040007,biological_process,growth,,6,151,529,2630,1.192144006255791e-06,1.3154692482822521e-06,13.541317113187604,1,10,1,0
P,123,PLIN2,GO:0016020,cellular_component,membrane,,10,17,187,3102,1.5156607536623226e-06,1.5156607536623226e-06,13.39965907305356,2,16,0,0
P,5563,PRKAA2,GO:0090166,biological_process,Golgi disassembly,,5,57,7,3247,1.3906184418072397e-06,1.5760342340482052e-06,13.360598844652703,6,1,0,0
S,220134,SKA1,GO:0000776,cellular_component,kinetochore,,2,1,1,3312,1.6371447361696688e-06,1.6371447361696688e-06,13.322556847986036,3,1,1,0
T,7042,TGFB2,GO:0023052,biological_process,signaling,,7,1,372,2936,1.7492088721687841e-06,1.7492088721687841e-06,13.256346945291087,1,6,0,0
F,201163,FLCN,GO:0016310,biological_process,phosphorylation,,15,142,61,3098,1.594888721928116e-06,1.822729967917847e-06,13.21517519835299,5,8,0,0
P,123,PLIN2,GO:0005811,cellular_component,lipid droplet,,3,24,1,3288,1.9165516885395143e-06,1.993213756081095e-06,13.12576226905731,5,2,1,1
A,23600,AMACR,GO:0016020,cellular_component,membrane,,8,9,189,3110,2.0623690953273322e-06,2.0623690953273322e-06,13.091655189684015,2,16,0,0
G,11337,GABARAP,GO:0097352,biological_process,autophagosome maturation,,2,3,0,3311,1.819415712828369e-06,2.2742696410354613e-06,12.993851594012229,6,1,1,0
M,2475,MTOR,GO:0016049,biological_process,cell growth,,11,150,30,3125,2.2396502875801876e-06,2.282720485418268e-06,12.990142630930867,2,6,1,0
M,2956,MSH6,GO:0006298,biological_process,mismatch repair,,2,0,4,3310,2.729123569249959e-06,2.729123569249959e-06,12.811530037215562,6,2,1,1
P,5395,PMS2,GO:0006298,biological_process,mismatch repair,,2,0,4,3310,2.729123569249959e-06,2.729123569249959e-06,12.811530037215562,6,2,1,1
C,857,CAV1,GO:0016020,cellular_component,membrane,,6,3,191,3116,2.9508112966161793e-06,2.9508112966161793e-06,12.733430409620365,2,16,0,1
I,3479,IGF1,GO:0040007,biological_process,growth,,8,1,527,2780,3.3937119666374213e-06,3.3937119666374213e-06,12.593586260210964,1,10,1,0
F,2346,FOLH1,GO:0016020,cellular_component,membrane,,5,1,192,3118,4.027115614255215e-06,4.027115614255215e-06,12.422460166734238,2,16,0,0
C,9377,COX5A,GO:0006119,biological_process,oxidative phosphorylation,,3,2,23,3288,4.237794904570167e-06,4.237794904570167e-06,12.371467493680395,3,1,1,0
G,2538,G6PC1,GO:0006094,biological_process,gluconeogenesis,,2,1,3,3310,5.454953084695699e-06,5.454953084695699e-06,12.118986539138644,6,1,0,1
C,999,CDH1,GO:0032259,biological_process,methylation,,14,33,241,3028,6.037376542846472e-06,6.252997133662418e-06,11.982449667773203,2,1,0,0
F,2168,FABP1,GO:0005504,molecular_function,fatty acid binding,,2,2,2,3310,6.5446266767434635e-06,6.5446266767434635e-06,11.936866199687822,3,4,1,1
P,5580,PRKCD,GO:0005829,cellular_component,cytosol,,2,0,7,3307,6.549896566182114e-06,6.549896566182114e-06,11.936061299864377,2,1,0,3
T,7157,TP53,GO:0005694,cellular_component,chromosome,,19,79,190,3028,6.982787684806261e-06,7.1689953564010955e-06,11.845745030826892,5,6,0,0
N,4696,NDUFA3,GO:0022900,biological_process,electron transport chain,,2,0,9,3305,1.0006786420558411e-05,1.0006786420558411e-05,11.512247053087776,4,2,1,0
C,1345,COX6C,GO:0022900,biological_process,electron transport chain,,2,0,9,3305,1.0006786420558411e-05,1.0006786420558411e-05,11.512247053087776,4,2,1,0
N,4700,NDUFA6,GO:0022900,biological_process,electron transport chain,,2,0,9,3305,1.0006786420558411e-05,1.0006786420558411e-05,11.512247053087776,4,2,1,0
U,7381,UQCRB,GO:0022900,biological_process,electron transport chain,,2,0,9,3305,1.0006786420558411e-05,1.0006786420558411e-05,11.512247053087776,4,2,1,0
P,5563,PRKAA2,GO:0023052,biological_process,signaling,,20,42,359,2895,8.533632718896522e-06,1.0362268301517205e-05,11.477339397075662,1,6,0,0
M,4157,MC1R,GO:0043473,biological_process,pigmentation,,2,2,3,3309,1.0903321044691556e-05,1.0903321044691556e-05,11.42644313213639,1,4,1,1
P,5546,PRCC,GO:0005737,cellular_component,cytoplasm,,16,126,93,3081,1.0700277907853803e-05,1.1069253008124624e-05,11.411339292461399,2,5,0,0
A,10533,ATG7,GO:0006914,biological_process,autophagy,,3,0,74,3239,1.2048001755623533e-05,1.2048001755623533e-05,11.326611741187662,3,7,0,2
P,84432,PROK1,GO:0046903,biological_process,secretion,,7,26,74,3209,1.022763578130243e-05,1.3149817433103127e-05,11.239102682851087,4,10,0,0
K,3880,KRT19,GO:0032259,biological_process,methylation,,6,3,249,3058,1.3468891731464732e-05,1.3468891731464732e-05,11.215127847729839,2,1,0,0
B,332,BIRC5,GO:0007049,biological_process,cell cycle,,3,0,79,3234,1.4586070204760815e-05,1.4586070204760815e-05,11.135443580253195,2,2,1,0
P,5563,PRKAA2,GO:0005764,cellular_component,lysosome,,6,56,23,3231,1.1355006227741856e-05,1.4848854297816273e-05,11.117587847354113,7,6,0,0
H,3091,HIF1A,GO:0006412,biological_process,translation,,5,58,13,3240,1.4936343103489683e-05,1.4936343103489683e-05,11.11171318041065,5,4,0,0
A,6790,AURKA,GO:0005929,cellular_component,cilium,,2,1,6,3307,1.526464528664735e-05,1.526464528664735e-05,11.089971169083293,4,2,1,0
A,367,AR,GO:0023052,biological_process,signaling,,15,25,364,2912,1.5321247789480616e-05,1.5321247789480616e-05,11.086269948569052,1,6,0,0
R,6015,RING1,GO:0032259,biological_process,methylation,,10,17,245,3044,1.5859758520979068e-05,1.5859758520979068e-05,11.051725567536847,2,1,0,0
K,3815,KIT,GO:0005737,cellular_component,cytoplasm,,9,38,100,3169,1.541573512722534e-05,1.6601560906242672e-05,11.00601383652582,2,5,0,0
P,8502,PKP4,GO:0005912,cellular_component,adherens junction,,2,6,1,3307,1.5264645286662332e-05,1.9080806608327914e-05,10.866827617768102,5,2,1,1
P,8502,PKP4,GO:0000910,biological_process,cytokinesis,,2,6,1,3307,1.5264645286662332e-05,1.9080806608327914e-05,10.866827617768102,3,4,1,0
G,2805,GOT1,GO:0005829,cellular_component,cytosol,,2,1,7,3306,1.962201964662188e-05,1.962201964662188e-05,10.838858170968766,2,1,0,1
B,672,BRCA1,GO:0007049,biological_process,cell cycle,,5,10,77,3224,2.0231735864819342e-05,2.0599585607816058e-05,10.790239598496505,2,2,1,0
