Letter,Gene_ID,Gene_Name,GO_ID,GO_Namespace,GO_Name,GOF,a,b,c,d,Pvalue,Adjusted_Pvalue,Enrichment_Score,GO_Level,GO_Children,GSEA_MSigDB,NCBI_Entrez
A,207,AKT1,GO:0010467,biological_process,gene expression,,53,7467,7567,150896,1.1631096106172819e-90,1.1812124839342823e-90,207.066116929775,4,4,0,0
M,4318,MMP9,GO:0031012,cellular_component,extracellular matrix,,90,716,732,164445,1.3769375438276033e-90,1.3769375438276033e-90,206.9127965074437,3,8,1,0
N,4780,NFE2L2,GO:0098754,biological_process,detoxification,,62,928,120,164873,2.8367044487951477e-90,2.836704448795148e-90,206.19001539643642,1,7,1,0
P,142,PARP1,GO:0006281,biological_process,DNA repair,,85,350,1228,164320,1.0806255399962614e-89,1.0806255399962614e-89,204.85253319930743,5,15,1,1
N,4684,NCAM1,GO:0007155,biological_process,cell adhesion,,57,49,1318,164559,2.1543231000401983e-89,2.1543231000401983e-89,204.16259670896608,2,7,0,0
C,999,CDH1,GO:0016342,cellular_component,catenin complex,,56,1841,26,164060,9.816539713013364e-89,9.884239986896215e-89,202.63913170829687,4,1,1,1
A,308,ANXA5,GO:0005488,molecular_function,binding,,208,316,13191,152268,1.276402127376957e-88,1.2891661486507263e-88,202.37349257050144,1,52,0,0
M,2956,MSH6,GO:0006298,biological_process,mismatch repair,,35,12,250,165686,9.631642930715004e-88,9.631642930715004e-88,200.3624343667434,6,2,1,1
C,11200,CHEK2,GO:0016310,biological_process,phosphorylation,,129,128,9553,156173,1.7344723591872625e-87,1.7344723591872625e-87,199.77419983907794,5,8,0,0
S,6474,SHOX2,GO:0032259,biological_process,methylation,,96,78,6283,159526,1.964672424063696e-87,1.964672424063696e-87,199.6495775643687,2,1,0,0
G,51280,GOLM1,GO:0000139,cellular_component,Golgi membrane,,27,41,8,165907,1.9958664528327378e-87,1.9958664528327378e-87,199.63382482222954,5,2,0,0
E,1956,EGFR,GO:0005737,cellular_component,cytoplasm,,78,25534,2352,138019,2.5225541697195176e-87,2.5880750572447002e-87,199.37398871223732,2,5,0,3
E,1950,EGF,GO:0040007,biological_process,growth,,688,807,37523,126965,1.351973342565681e-85,1.351973342565681e-85,195.4181676441047,1,10,0,0
E,2069,EREG,GO:0005783,cellular_component,endoplasmic reticulum,,58,267,414,165244,2.6517164834079617e-85,2.6517164834079617e-85,194.7445257445941,5,5,0,0
M,5599,MAPK8,GO:0016310,biological_process,phosphorylation,,215,552,9467,155749,5.758282948964434e-85,5.758282948964434e-85,193.96909357336457,5,8,0,0
I,3458,IFNG,GO:0046903,biological_process,secretion,,101,559,1590,163733,3.028175276381302e-84,3.028175276381302e-84,192.30918759240134,4,10,1,0
M,56339,METTL3,GO:0032259,biological_process,methylation,,181,615,6198,158989,2.9824565733299823e-84,3.057961803034539e-84,192.29939919490337,2,1,1,0
P,10039,PARP3,GO:0003720,molecular_function,telomerase activity,,34,14,247,165688,3.5167887814796355e-84,3.5167887814796355e-84,192.1595995162574,5,1,0,0
Z,6935,ZEB1,GO:0070888,molecular_function,E-box binding,,37,419,14,165513,4.849394938973887e-84,4.849394938973887e-84,191.83829386918373,8,1,0,0
S,6317,SERPINB3,GO:0010467,biological_process,gene expression,,218,772,7402,157591,7.237288830638354e-84,7.2842842126554855e-84,191.43142863163465,4,4,0,0
P,9055,PRC1,GO:0000910,biological_process,cytokinesis,,42,110,200,165631,8.92738256295047e-84,8.92738256295047e-84,191.22802456562798,3,4,1,0
E,2048,EPHB2,GO:0023052,biological_process,signaling,,234,156,27147,138446,1.117289828146761e-83,1.117289828146761e-83,191.00365676193493,1,6,0,0
F,2152,F3,GO:0050817,biological_process,coagulation,,46,171,221,165545,1.3096947976716122e-83,1.3096947976716122e-83,190.84476858731315,2,2,1,0
R,6198,RPS6KB1,GO:0016310,biological_process,phosphorylation,,140,185,9542,156116,1.6325316239552359e-83,1.6325316239552357e-83,190.62443076503632,5,8,0,0
A,207,AKT1,GO:0005488,molecular_function,binding,,214,7306,13185,145278,2.9141065350608995e-83,2.9710226783238077e-83,190.0256564888253,1,52,0,0
U,8408,ULK1,GO:0006914,biological_process,autophagy,,63,26,3606,162288,3.513614028430591e-83,3.513614028430591e-83,189.85791757301186,3,7,0,1
I,55677,IWS1,GO:0008380,biological_process,RNA splicing,,39,100,145,165699,3.3739038970387445e-83,3.614897032541512e-83,189.82949934669173,7,3,1,0
R,5925,RB1,GO:0007049,biological_process,cell cycle,,128,229,6755,158871,1.94600512732291e-82,1.94600512732291e-82,188.14619900695033,2,2,1,0
E,2065,ERBB3,GO:0023052,biological_process,signaling,,317,327,27064,138275,2.0477964181538518e-82,2.047796418153852e-82,188.09521332847382,1,6,0,0
C,3576,CXCL8,GO:0001525,biological_process,angiogenesis,,130,466,3900,161487,5.882750503969172e-82,5.882750503969172e-82,187.03995320018893,3,5,0,1
I,3630,INS,GO:0030073,biological_process,insulin secretion,,38,561,14,165370,7.737840349823431e-82,7.737840349823431e-82,186.76585500141533,5,1,0,0
S,6469,SHH,GO:0023052,biological_process,signaling,,209,120,27172,138482,1.8523929387388597e-81,1.85239293873886e-81,185.89291424885317,1,6,0,0
E,1956,EGFR,GO:0070849,biological_process,response to epidermal growth factor,,111,25501,7,140364,1.1013876803503015e-80,1.132937848277003e-80,184.0819933148721,3,1,1,0
H,100124700,HOTAIR,GO:0000785,cellular_component,chromatin,,71,224,1357,164331,1.77054427649445e-79,1.77054427649445e-79,181.33293534636823,2,5,0,0
G,79792,GSDMD,GO:0070269,biological_process,pyroptosis,,30,29,97,165827,4.56810185619817e-79,4.56810185619817e-79,180.38512457665783,4,1,1,1
H,3146,HMGB1,GO:0006914,biological_process,autophagy,,105,297,3564,162017,4.7548498592222063e-79,4.7548498592222063e-79,180.34505722637834,3,7,0,0
T,7124,TNF,GO:0046903,biological_process,secretion,,121,1094,1570,163198,1.7050606976253017e-78,1.7050606976253017e-78,179.0680365436535,4,10,1,0
M,5599,MAPK8,GO:0023052,biological_process,signaling,,347,420,27034,138182,1.106816196252773e-77,1.1195382214970578e-77,177.1861358624892,1,6,0,0
C,1499,CTNNB1,GO:0016342,cellular_component,catenin complex,,55,2700,27,163201,1.6552820086915973e-77,1.6765035729055922e-77,176.7823417424502,4,1,1,4
C,1499,CTNNB1,GO:0005634,cellular_component,nucleus,,202,2553,2257,160971,5.373658509374446e-77,5.477664803104274e-77,175.5983732812215,5,11,0,12
E,1956,EGFR,GO:0008219,biological_process,cell death,,131,25481,2731,137640,7.270438924125535e-77,7.498233355168632e-77,175.2843847203903,2,4,0,0
M,56339,METTL3,GO:0080009,biological_process,mRNA methylation,,36,760,8,165179,2.4905989224737746e-76,2.586391188722766e-76,174.04620352689702,5,1,1,3
I,3429,IFI27,GO:0007049,biological_process,cell cycle,,102,135,6781,158965,2.1478835383332073e-75,2.147883538333207e-75,171.92939901802976,2,2,0,0
D,1786,DNMT1,GO:0032259,biological_process,methylation,,100,142,6279,159462,5.776800480908521e-75,5.776800480908521e-75,170.94003199515035,2,1,1,0
R,5970,RELA,GO:0005634,cellular_component,nucleus,,87,297,2372,163227,1.8927028967523207e-74,1.8927028967523207e-74,169.75329097001105,5,11,0,1
N,4790,NFKB1,GO:0040007,biological_process,growth,,133,1710,38078,126062,3.729247586111296e-74,3.7562711193439865e-74,169.0678701398195,1,10,0,0
C,29126,CD274,GO:0006955,biological_process,immune response,,103,1902,665,163313,1.2237065306432458e-72,1.236067202669945e-72,165.57419196692166,2,9,0,1
B,596,BCL2,GO:0031966,cellular_component,mitochondrial membrane,,64,1009,274,164636,2.0389641006218554e-72,2.0389641006218554e-72,165.07368481049892,4,2,0,0
N,4792,NFKBIA,GO:0016310,biological_process,phosphorylation,,103,95,9579,156206,3.3304338088197466e-72,3.3304338088197466e-72,164.58302412714488,5,8,0,0
A,317,APAF1,GO:0043293,cellular_component,apoptosome,,22,20,17,165924,4.24284785304306e-72,4.24284785304306e-72,164.34089198833883,2,1,0,1
C,1499,CTNNB1,GO:0016055,biological_process,Wnt signaling pathway,,83,2672,242,162986,8.816314954275996e-72,9.045310147893554e-72,163.58388028788198,5,17,0,0
U,29089,UBE2T,GO:0006914,biological_process,autophagy,,60,42,3609,162272,9.629806461348944e-72,9.629806461348944e-72,163.52126356743477,3,7,0,0
E,27436,EML4,GO:0001171,biological_process,reverse transcription,,82,632,1064,164205,1.010058378065388e-71,1.0437269906675676e-71,163.4407436505067,7,1,0,0
P,728378,POTEF,GO:0023052,biological_process,signaling,,221,173,27160,138429,1.899968737132377e-71,1.899968737132377e-71,162.84170417068108,1,6,0,0
S,6421,SFPQ,GO:0005488,molecular_function,binding,,80,16,13319,152568,5.168465221871759e-71,5.168465221871759e-71,161.84096582043645,1,52,0,0
K,3845,KRAS,GO:0023052,biological_process,signaling,,1038,2664,26343,135938,6.806096844999024e-71,6.806096844999024e-71,161.56572279724347,1,6,0,0
C,1493,CTLA4,GO:0012501,biological_process,programmed cell death,,50,127,883,164923,1.6119749329529105e-69,1.6119749329529105e-69,158.40091132290297,3,10,0,0
I,3479,IGF1,GO:0040007,biological_process,growth,,298,201,37913,127571,3.781687465704104e-69,3.7816874657041037e-69,157.54820108707474,1,10,1,0
G,2597,GAPDH,GO:0010467,biological_process,gene expression,,155,455,7465,157908,4.1016520424442983e-69,4.101652042444299e-69,157.46698158685473,4,4,0,0
I,3486,IGFBP3,GO:0005520,molecular_function,insulin-like growth factor binding,,32,177,65,165709,5.42780490616155e-69,5.42780490616155e-69,157.1868366173845,4,2,0,1
B,675,BRCA2,GO:0035825,biological_process,homologous recombination,,35,88,237,165623,1.8411681334022117e-68,1.8411681334022117e-68,155.96538609829958,6,2,0,0
