Letter,Gene_ID,Gene_Name,GO_ID,GO_Namespace,GO_Name,GOF,a,b,c,d,Pvalue,Adjusted_Pvalue,Enrichment_Score,GO_Level,GO_Children,GSEA_MSigDB,NCBI_Entrez
B,8915,BCL10,GO:0032449,cellular_component,CBM complex,,49,206,83,38892,1.529827976836267e-73,1.529827976836267e-73,167.66355649292245,2,1,0,1
S,57823,SLAMF7,GO:0006909,biological_process,phagocytosis,,35,12,162,39021,6.880225808061086e-72,6.880225808061086e-72,163.85747522322552,3,1,0,0
C,1029,CDKN2A,GO:0032259,biological_process,methylation,,114,222,1516,37378,1.5093263699793223e-71,1.5093263699793223e-71,163.07187816388472,2,1,0,0
C,1026,CDKN1A,GO:0007049,biological_process,cell cycle,,82,70,1663,37415,2.5446739649440447e-69,2.5446739649440447e-69,157.9443688828702,2,2,1,0
B,8678,BECN1,GO:0006914,biological_process,autophagy,,46,27,449,38708,2.884664446313932e-69,2.884664446313932e-69,157.81896283316345,3,7,0,2
C,1019,CDK4,GO:0007049,biological_process,cell cycle,,77,56,1668,37429,2.070521194529596e-68,2.070521194529596e-68,155.8479859632134,2,2,1,0
C,1499,CTNNB1,GO:0030877,cellular_component,beta-catenin destruction complex,,33,332,0,38865,2.1102991437161726e-68,2.1102991437161726e-68,155.8289566118831,2,1,0,2
A,10058,ABCB6,GO:0023052,biological_process,signaling,,766,1347,7258,29859,4.9059934743812144e-67,4.94344380624672e-67,152.67513901551064,1,6,0,0
E,1975,EIF4B,GO:0006412,biological_process,translation,,50,41,549,38590,1.4701717279457737e-66,1.4701717279457737e-66,151.58523692190766,5,4,0,0
S,6774,STAT3,GO:0016310,biological_process,phosphorylation,,252,1000,2120,35858,1.90330776409413e-66,1.9193019469856771e-66,151.31865458695296,5,8,0,0
S,8878,SQSTM1,GO:0006914,biological_process,autophagy,,43,22,452,38713,3.2550702940244486e-66,3.2550702940244486e-66,150.79040226647322,3,7,0,1
B,613,BCR,GO:0023052,biological_process,signaling,,184,83,7840,31123,1.0096692082911762e-65,1.0096692082911762e-65,149.65840828394846,1,6,0,0
P,57575,PCDH10,GO:0032259,biological_process,methylation,,52,6,1578,37594,2.1151213991923193e-65,2.1151213991923193e-65,148.9189188346167,2,1,0,0
M,10892,MALT1,GO:0032449,cellular_component,CBM complex,,50,371,82,38727,6.115216408287315e-64,6.115216408287315e-64,145.55466579336155,2,1,0,1
D,1769,DNAH8,GO:0016887,molecular_function,ATPase,,21,4,28,39177,8.653876475131008e-60,8.653876475131008e-60,135.99709821167303,1,16,0,0
T,943,TNFRSF8,GO:0016020,cellular_component,membrane,,87,233,1029,37881,2.468790194032819e-59,2.468790194032819e-59,134.94879225598672,2,16,0,0
C,920,CD4,GO:0007613,biological_process,memory,,60,233,374,38563,1.2779545447743678e-57,1.2779545447743678e-57,131.002089512807,3,4,0,0
B,54880,BCOR,GO:0140261,cellular_component,BCOR complex,,21,69,0,39140,2.9851731524233616e-57,2.9851731524233616e-57,130.1536925479864,4,1,0,1
G,144423,GLT1D1,GO:0070085,biological_process,glycosylation,,23,9,74,39124,1.7947733372148098e-54,1.7947733372148098e-54,123.75471628224366,2,4,0,0
H,3066,HDAC2,GO:0006281,biological_process,DNA repair,,37,44,311,38838,1.8693687202481757e-54,1.8693687202481757e-54,123.71399423056084,5,15,0,0
G,10912,GADD45G,GO:0032259,biological_process,methylation,,45,8,1585,37592,2.4416878284093378e-54,2.4416878284093378e-54,123.44690548855567,2,1,0,0
D,10059,DNM1L,GO:0000266,biological_process,mitochondrial fission,,18,27,1,39184,4.3237817588269157e-54,4.323781758826915e-54,122.87546459523195,6,1,1,3
I,3492,IGH,GO:0051325,biological_process,interphase,,37,112,146,38935,1.0623626700621812e-53,1.0623626700621812e-53,121.97651456692789,3,2,0,0
S,5104,SERPINA5,GO:0006914,biological_process,autophagy,,30,4,465,38731,1.9551964949229663e-53,1.9551964949229663e-53,121.36651923138577,3,7,0,0
H,3065,HDAC1,GO:0006281,biological_process,DNA repair,,37,55,311,38827,7.710399807990885e-52,7.710399807990885e-52,117.69185479368906,5,15,0,0
C,84433,CARD11,GO:0032449,cellular_component,CBM complex,,46,498,86,38600,1.4061384677591324e-51,1.4317046217183893e-51,117.07297396518413,2,1,0,2
K,54474,KRT20,GO:0016020,cellular_component,membrane,,96,404,1020,37710,1.174242525047489e-50,1.174242525047489e-50,114.96863136952251,2,16,0,0
C,939,CD27,GO:0007613,biological_process,memory,,33,23,401,38773,2.0536746387705108e-50,2.0536746387705108e-50,114.40962395445757,3,4,0,0
M,4609,MYC,GO:0010467,biological_process,gene expression,,324,1440,2704,34762,3.0836244504230296e-50,3.102777397320067e-50,113.99695700470167,4,4,0,0
E,1956,EGFR,GO:0040007,biological_process,growth,,77,47,3310,35796,3.6779131893972903e-50,3.6779131893972903e-50,113.82690912646393,1,10,1,0
B,596,BCL2,GO:0008219,biological_process,cell death,,184,1519,1042,36485,4.0430202044891744e-50,4.043020204489174e-50,113.7322626616559,2,4,0,0
C,974,CD79B,GO:0023052,biological_process,signaling,,189,142,7835,31064,1.1091710694848043e-48,1.1091710694848043e-48,110.42047151162014,1,6,0,0
C,84433,CARD11,GO:0030877,cellular_component,beta-catenin destruction complex,,28,516,5,38681,1.0477158236651039e-47,1.0865201134304781e-47,108.13851933804601,2,1,0,0
C,595,CCND1,GO:0007049,biological_process,cell cycle,,76,142,1669,37343,7.743083635502717e-47,7.743083635502718e-47,106.17469935993999,2,2,1,0
E,2146,EZH2,GO:0002467,biological_process,germinal center formation,,38,618,40,38534,1.4889756608193147e-46,1.4889756608193147e-46,105.52082587014888,3,1,0,0
I,3569,IL6,GO:0040007,biological_process,growth,,146,313,3241,35530,9.434865464820979e-46,9.434865464820979e-46,103.67450235816771,1,10,0,0
I,3662,IRF4,GO:0002317,biological_process,plasma cell differentiation,,45,304,208,38673,1.0032044250330427e-44,1.0032044250330427e-44,101.31054478993312,7,1,0,0
C,1499,CTNNB1,GO:0023052,biological_process,signaling,,195,170,7829,31036,2.7765620333330197e-44,2.8344070756941244e-44,100.271911320808,1,6,0,0
M,5594,MAPK1,GO:0023052,biological_process,signaling,,257,294,7767,30912,1.0385239389485375e-43,1.0535750105275019e-43,98.95896984575646,1,6,0,0
A,308,ANXA5,GO:0008219,biological_process,cell death,,53,85,1173,37919,2.545243076861137e-43,2.5452430768611373e-43,98.07693284176563,2,4,0,0
D,1786,DNMT1,GO:0006306,biological_process,DNA methylation,,31,53,292,38854,3.548362666245526e-43,3.548362666245526e-43,97.74467272242757,4,4,1,1
K,54474,KRT20,GO:0001788,biological_process,antibody-dependent cellular cytotoxicity,,32,468,38,38692,4.831306206136704e-42,4.90923049978407e-42,95.11745669724709,4,1,0,0
E,1978,EIF4EBP1,GO:0016310,biological_process,phosphorylation,,63,66,2309,36792,6.992608617332754e-42,6.992608617332754e-42,94.76372022637183,5,8,0,0
D,9940,DLEC1,GO:0032259,biological_process,methylation,,34,6,1596,37594,2.32298845109933e-41,2.32298845109933e-41,93.56313433052566,2,1,0,0
C,54205,CYCS,GO:0031966,cellular_component,mitochondrial membrane,,23,85,55,39067,3.2359708651828367e-41,3.2359708651828367e-41,93.23165981694292,4,2,0,0
C,1027,CDKN1B,GO:0007049,biological_process,cell cycle,,51,52,1694,37433,4.681901216583566e-41,4.681901216583566e-41,92.86228454246087,2,2,1,0
I,3479,IGF1,GO:0040007,biological_process,growth,,63,40,3324,35803,1.050494800919631e-40,1.050494800919631e-40,92.05414242761954,1,10,1,0
G,2688,GH1,GO:0040007,biological_process,growth,,43,5,3344,35838,1.5656463361481216e-40,1.5656463361481218e-40,91.65510498668455,1,10,1,0
M,81631,MAP1LC3B,GO:0006914,biological_process,autophagy,,25,11,470,38724,9.631100123044007e-40,9.631100123044007e-40,89.83840626132353,3,7,0,1
E,1978,EIF4EBP1,GO:0006412,biological_process,translation,,39,90,560,38541,1.968156438727946e-39,2.0911662161484427e-39,89.063096718257,5,4,0,0
C,896,CCND3,GO:0007049,biological_process,cell cycle,,50,56,1695,37429,6.091372340803694e-39,6.091372340803694e-39,87.99394522711445,2,2,1,0
P,5788,PTPRC,GO:0016020,cellular_component,membrane,,44,69,1072,38045,3.1140331123088386e-38,3.1140331123088386e-38,86.36231482705018,2,16,0,1
B,596,BCL2,GO:0051325,biological_process,interphase,,62,1641,121,37406,3.360325489435295e-38,3.381593372279822e-38,86.27988652344139,3,2,0,0
C,1029,CDKN2A,GO:0007049,biological_process,cell cycle,,83,253,1662,37232,3.430409996156029e-38,3.4905926276675386e-38,86.24816200462044,2,2,1,0
P,10891,PPARGC1A,GO:0006119,biological_process,oxidative phosphorylation,,16,8,69,39137,3.808362116673004e-38,3.8083621166730047e-38,86.1610343277016,3,1,0,0
N,4792,NFKBIA,GO:0016310,biological_process,phosphorylation,,81,164,2291,36694,5.596492325825009e-38,5.596492325825009e-38,85.77609350267291,5,8,0,0
I,3492,IGH,GO:0005694,cellular_component,chromosome,,49,100,1095,37986,9.027158395070156e-38,9.349556909179804e-38,85.26290458098859,5,6,0,0
M,4292,MLH1,GO:0006298,biological_process,mismatch repair,,15,14,32,39169,9.426723969265539e-38,9.426723969265539e-38,85.25468490265555,6,2,1,1
C,1017,CDK2,GO:0007049,biological_process,cell cycle,,48,53,1697,37432,1.2391533163600294e-37,1.2391533163600294e-37,84.98122010377031,2,2,1,0
X,7515,XRCC1,GO:0006281,biological_process,DNA repair,,19,2,329,38880,1.2916073514799847e-37,1.2916073514799847e-37,84.93976098913176,5,15,1,0
E,8726,EED,GO:0007398,biological_process,ectoderm development,,13,36,2,39179,3.294912550105112e-37,3.294912550105112e-37,84.00326881335796,4,1,0,0
R,6198,RPS6KB1,GO:0016310,biological_process,phosphorylation,,57,64,2315,36794,6.339663987590741e-37,6.339663987590741e-37,83.34882267253776,5,8,0,0
E,2146,EZH2,GO:0032259,biological_process,methylation,,111,545,1519,37055,7.237200470561208e-37,7.34854201626215e-37,83.20114651236631,2,1,1,0
B,604,BCL6,GO:0051325,biological_process,interphase,,56,1319,127,37728,8.348444669946704e-37,8.348444669946704e-37,83.07357318633905,3,2,0,0
C,11200,CHEK2,GO:0016310,biological_process,phosphorylation,,62,84,2310,36774,9.865302532762634e-37,9.865302532762634e-37,82.90662463449074,5,8,0,0
X,7494,XBP1,GO:0002317,biological_process,plasma cell differentiation,,26,61,227,38916,2.1752777705599528e-36,2.1752777705599528e-36,82.11590698079702,7,1,0,0
A,207,AKT1,GO:0010467,biological_process,gene expression,,13,1496,3015,34706,2.1677010610623603e-36,2.1962234434447596e-36,82.10632407911203,4,4,0,0
E,2146,EZH2,GO:0000785,cellular_component,chromatin,,69,587,537,38037,2.183500829287673e-36,2.2517352302029126e-36,82.08136221537806,2,5,1,1
C,6348,CCL3,GO:0046903,biological_process,secretion,,29,43,474,38684,4.1435373973421885e-36,4.1435373973421885e-36,81.47151348097526,4,10,1,0
F,2526,FUT4,GO:0016020,cellular_component,membrane,,30,15,1086,38099,6.546659523403628e-36,6.546659523403628e-36,81.01410842465782,2,16,0,1
M,4170,MCL1,GO:0008219,biological_process,cell death,,66,240,1160,37764,7.111162227467739e-36,7.111162227467739e-36,80.93139765355038,2,4,0,0
M,2475,MTOR,GO:0006412,biological_process,translation,,74,719,525,37912,7.8482997195955e-36,7.923764139976226e-36,80.8231969846654,5,4,0,0
F,2335,FN1,GO:0031012,cellular_component,extracellular matrix,,20,43,98,39069,8.156006489370159e-36,8.156006489370159e-36,80.79430869941777,3,8,1,1
C,983,CDK1,GO:0007049,biological_process,cell cycle,,50,70,1695,37415,1.1498869140837867e-35,1.1498869140837867e-35,80.45081465283101,2,2,1,0
M,5595,MAPK3,GO:0016310,biological_process,phosphorylation,,68,116,2304,36742,1.4381117664505814e-35,1.4381117664505814e-35,80.22714727497302,5,8,0,1
P,80380,PDCD1LG2,GO:0012501,biological_process,programmed cell death,,31,111,284,38804,2.0760360073451252e-35,2.0760360073451252e-35,79.8600179450598,3,10,0,0
B,578,BAK1,GO:0008219,biological_process,cell death,,43,69,1183,37935,2.2346828108103293e-35,2.2346828108103293e-35,79.78637895589806,2,4,0,0
P,5468,PPARG,GO:0005777,cellular_component,peroxisome,,12,9,12,39197,2.862987251095176e-35,2.862987251095176e-35,79.5386126816736,6,9,0,0
I,3569,IL6,GO:0046903,biological_process,secretion,,54,405,449,38322,3.380418161103283e-35,3.4260994876046787e-35,79.35905581631401,4,10,1,0
P,56979,PRDM9,GO:0042054,molecular_function,histone methyltransferase activity,,11,12,3,39204,5.803645830506315e-35,5.803645830506315e-35,78.83199194325348,4,3,1,0
A,317,APAF1,GO:0043293,cellular_component,apoptosome,,14,46,9,39161,5.997877457807755e-35,5.997877457807755e-35,78.79907260518236,2,1,0,1
U,8237,USP11,GO:0006412,biological_process,translation,,26,22,573,38609,7.008964837552128e-35,7.008964837552128e-35,78.64328823404271,5,4,0,0
M,407041,MIR34B,GO:0032259,biological_process,methylation,,31,10,1599,37590,8.524649471316495e-35,8.524649471316495e-35,78.44751635020151,2,1,0,0
T,7040,TGFB1,GO:0040007,biological_process,growth,,84,129,3303,35714,1.3595058099514202e-34,1.3595058099514202e-34,77.98077190312202,1,10,1,0
M,574476,MIR520C,GO:0006412,biological_process,translation,,26,23,573,38608,1.4721957617609738e-34,1.4721957617609738e-34,77.90113816000655,5,4,0,0
M,4609,MYC,GO:0005694,cellular_component,chromosome,,154,1610,990,36476,2.0972897225429827e-34,2.12350584407477e-34,77.53482473893466,5,6,0,0
C,54205,CYCS,GO:0001836,biological_process,release of cytochrome c from mitochondria,,13,95,0,39122,2.4650437249823278e-34,2.5598530990201097e-34,77.34794328814783,7,1,0,0
C,1021,CDK6,GO:0007049,biological_process,cell cycle,,45,54,1700,37431,2.7678936306343346e-34,2.767893630634334e-34,77.26980655301955,2,2,1,0
M,4436,MSH2,GO:0006298,biological_process,mismatch repair,,13,8,34,39175,3.40465625761121e-34,3.40465625761121e-34,77.0627491795355,6,2,1,1
M,2956,MSH6,GO:0006298,biological_process,mismatch repair,,13,8,34,39175,3.40465625761121e-34,3.40465625761121e-34,77.0627491795355,6,2,1,1
M,4311,MME,GO:0016020,cellular_component,membrane,,54,176,1062,37938,1.3600885774390638e-33,1.3600885774390638e-33,75.67775824070654,2,16,0,0
B,329,BIRC2,GO:0032449,cellular_component,CBM complex,,19,38,113,39060,1.5206074326343309e-33,1.5206074326343307e-33,75.5661981870417,2,1,0,0
E,1973,EIF4A1,GO:0006412,biological_process,translation,,24,17,575,38614,1.9393128286264644e-33,1.9393128286264644e-33,75.32297437052439,5,4,0,0
B,604,BCL6,GO:0005488,molecular_function,binding,,270,1105,3379,34476,6.746312656069668e-33,6.801160726444218e-33,74.06821477612287,1,52,0,0
P,5747,PTK2,GO:0005925,cellular_component,focal adhesion,,14,20,37,39159,7.555052201358459e-33,7.555052201358459e-33,73.96309156359129,5,1,0,3
E,10919,EHMT2,GO:0008168,molecular_function,methyltransferase activity,,14,26,31,39159,1.6233899596412144e-32,1.6233899596412144e-32,73.19820644525561,4,131,0,0
B,596,BCL2,GO:0010467,biological_process,gene expression,,275,1428,2753,34774,2.0011391283448803e-32,2.0266313465403563e-32,72.97634799634527,4,4,0,0
V,7412,VCAM1,GO:0007155,biological_process,cell adhesion,,17,9,219,38985,2.9329024541255284e-32,2.9329024541255284e-32,72.60673044442193,2,7,0,1
R,80196,RNF34,GO:0040007,biological_process,growth,,45,22,3342,35821,4.106527518842383e-32,4.106527518842383e-32,72.27014519034502,1,10,0,0
D,1649,DDIT3,GO:0023052,biological_process,signaling,,23,570,8001,30636,5.438708063567747e-32,5.535827850417171e-32,71.97148185436178,1,6,0,0
E,1981,EIF4G1,GO:0006412,biological_process,translation,,28,46,571,38585,7.661540680344754e-32,7.661540680344754e-32,71.64650987907726,5,4,0,1
T,54790,TET2,GO:0006306,biological_process,DNA methylation,,21,26,302,38881,9.04553973049448e-32,9.04553973049448e-32,71.48045118704603,4,4,0,0
B,581,BAX,GO:0008219,biological_process,cell death,,54,174,1172,37830,9.242949123339404e-32,9.242949123339404e-32,71.45886197188695,2,4,0,0
I,3458,IFNG,GO:0046903,biological_process,secretion,,38,177,465,38550,9.89788528142101e-32,9.89788528142101e-32,71.39040184942361,4,10,1,0
U,8408,ULK1,GO:0006914,biological_process,autophagy,,18,4,477,38731,3.3704627275946016e-31,3.370462727594602e-31,70.16508783998543,3,7,0,1
P,639,PRDM1,GO:0030154,biological_process,cell differentiation,,44,391,342,38453,6.675483662638475e-31,6.775117747155467e-31,69.46688113654673,3,81,0,0
C,1351,COX8A,GO:0010467,biological_process,gene expression,,37,13,2991,36189,7.32108426488089e-31,7.32108426488089e-31,69.38937944219381,4,4,0,0
G,2720,GLB1,GO:0004565,molecular_function,beta-galactosidase activity,,8,4,0,39218,3.5603217727583655e-30,3.5603217727583655e-30,67.80770186343568,6,1,0,1
E,2146,EZH2,GO:0003824,molecular_function,catalytic activity,,28,628,49,38525,3.666605301312605e-30,3.8412055537560624e-30,67.73176652620192,1,13,0,0
E,8672,EIF4G3,GO:0006412,biological_process,translation,,21,13,578,38618,3.942880747271116e-30,3.942880747271116e-30,67.70564117954477,5,4,0,0
C,963,CD53,GO:0009986,cellular_component,cell surface,,16,0,562,38652,4.01143007970436e-30,4.01143007970436e-30,67.68840498372447,2,1,1,0
P,5130,PCYT1A,GO:0000423,biological_process,mitophagy,,10,12,7,39201,5.281702512907763e-30,5.281702512907763e-30,67.41330429845115,5,1,0,0
B,330,BIRC3,GO:0032449,cellular_component,CBM complex,,19,64,113,39034,5.68196339539096e-30,5.68196339539096e-30,67.34025594861517,2,1,0,0
H,3014,H2AX,GO:0016310,biological_process,phosphorylation,,33,14,2339,36844,7.396009232218326e-30,7.396009232218326e-30,67.07661222802545,5,8,0,0
R,6194,RPS6,GO:0006412,biological_process,translation,,24,29,575,38602,8.40956499814811e-30,8.40956499814811e-30,66.9481830415324,5,4,0,2
C,958,CD40,GO:0023052,biological_process,signaling,,126,108,7898,31098,1.5171379374538568e-29,1.5171379374538568e-29,66.35814207280697,1,6,0,0
B,581,BAX,GO:0031966,cellular_component,mitochondrial membrane,,21,207,57,38945,1.7914951956720518e-29,1.8331578746411692e-29,66.16892760257818,4,2,0,0
K,8085,KMT2D,GO:0048468,biological_process,cell development,,32,162,360,38676,2.590647103849852e-29,2.590647103849852e-29,65.82306000527618,3,44,0,0
F,2247,FGF2,GO:0040007,biological_process,growth,,36,11,3351,35832,2.852047017174947e-29,2.852047017174947e-29,65.7269307087257,1,10,1,0
C,1440,CSF3,GO:0040007,biological_process,growth,,38,15,3349,35828,5.278819754175038e-29,5.278819754175038e-29,65.11126515550227,1,10,0,0
C,1387,CREBBP,GO:0000785,cellular_component,chromatin,,42,233,564,38391,5.557413611484069e-29,5.557413611484069e-29,65.05983487458423,2,5,1,1
L,100506190,LINC00963,GO:0006914,biological_process,autophagy,,19,12,476,38723,7.208605358158024e-29,7.208605358158024e-29,64.7996921958416,3,7,0,0
M,5599,MAPK8,GO:0016310,biological_process,phosphorylation,,61,124,2311,36734,7.300240672123456e-29,7.300240672123456e-29,64.78706038043241,5,8,0,0
E,317649,EIF4E3,GO:0006412,biological_process,translation,,23,27,576,38604,8.165030832971463e-29,8.165030832971463e-29,64.67510719417547,5,4,0,0
G,257144,GCSAM,GO:0048870,biological_process,cell motility,,16,73,50,39091,9.223462306719114e-29,9.223462306719114e-29,64.55321720841319,2,12,1,0
C,57332,CBX8,GO:0140261,cellular_component,BCOR complex,,10,12,11,39197,9.568432540121497e-29,9.568432540121498e-29,64.51649829368836,4,1,0,0
T,7157,TP53,GO:0002039,molecular_function,p53 binding,,18,1081,0,38131,9.856848324841758e-29,9.910418152694158e-29,64.48138115435097,3,1,1,1
S,91607,SLFN11,GO:0048468,biological_process,cell development,,20,25,372,38813,1.527101750070279e-28,1.527101750070279e-28,64.04901094584798,3,44,0,0
N,7080,NKX2-1,GO:0000785,cellular_component,chromatin,,23,28,583,38596,1.9157065606619262e-28,1.9157065606619262e-28,63.822296088068946,2,5,1,0
K,54474,KRT20,GO:0009986,cellular_component,cell surface,,52,448,526,38204,2.478881535957888e-28,2.5601563404155236e-28,63.53231427673172,2,1,0,0
C,712,C1QA,GO:0005488,molecular_function,binding,,44,26,3605,35555,3.1483798519166793e-28,3.1483798519166793e-28,63.32549461603505,1,52,0,0
J,3717,JAK2,GO:0023052,biological_process,signaling,,132,125,7892,31081,3.3393451025957593e-28,3.3393451025957593e-28,63.266607893137426,1,6,0,0
C,29126,CD274,GO:0070085,biological_process,glycosylation,,29,638,68,38495,3.9332129042000714e-28,3.997691804268925e-28,63.08666545820297,2,4,0,0
B,29760,BLNK,GO:0042113,biological_process,B cell activation,,16,73,56,39085,4.391854910298356e-28,4.391854910298356e-28,62.99263093516754,4,3,1,0
K,8085,KMT2D,GO:0000785,cellular_component,chromatin,,36,158,570,38466,4.480235238624795e-28,4.575559392638088e-28,62.951653640965475,2,5,0,0
M,407040,MIR34A,GO:0032259,biological_process,methylation,,41,72,1589,37528,8.401454849648446e-28,8.401454849648446e-28,62.343977716594054,2,1,0,0
C,10920,COPS8,GO:0008180,cellular_component,COP9 signalosome,,7,2,0,39221,1.2695136444955971e-27,1.2695136444955971e-27,61.93116364080561,3,1,1,2
L,3956,LGALS1,GO:0007155,biological_process,cell adhesion,,17,24,219,38970,1.3143429094566433e-27,1.3143429094566435e-27,61.8964606587216,2,7,0,0
A,317,APAF1,GO:0005829,cellular_component,cytosol,,16,44,99,39071,1.3460259325616717e-27,1.42080515103732e-27,61.81857379214147,2,1,0,0
R,5925,RB1,GO:0007049,biological_process,cell cycle,,37,49,1708,37436,2.30106210648667e-27,2.30106210648667e-27,61.33642670906522,2,2,1,0
I,3559,IL2RA,GO:0005488,molecular_function,binding,,52,49,3597,35532,3.1360200312068683e-27,3.1360200312068683e-27,61.02684302086928,1,52,0,0
P,5079,PAX5,GO:0048468,biological_process,cell development,,30,157,362,38681,3.5572563667859174e-27,3.5572563667859174e-27,60.900807946591584,3,44,0,0
E,2068,ERCC2,GO:0006281,biological_process,DNA repair,,14,3,334,38879,9.539120411078728e-27,9.539120411078728e-27,59.9143962297263,5,15,1,0
W,7465,WEE1,GO:0007049,biological_process,cell cycle,,32,31,1713,37454,1.0050655410794431e-26,1.0050655410794433e-26,59.86215966345613,2,2,1,0
B,10018,BCL2L11,GO:0008219,biological_process,cell death,,43,128,1183,37876,1.0634989117597339e-26,1.0634989117597339e-26,59.80564808545062,2,4,0,0
S,6689,SPIB,GO:0005488,molecular_function,binding,,68,103,3581,35478,1.2384306536572093e-26,1.2384306536572093e-26,59.65336744166803,1,52,0,0
