Letter,Gene_ID,Gene_Name,GO_ID,GO_Namespace,GO_Name,GOF,a,b,c,d,Pvalue,Adjusted_Pvalue,Enrichment_Score,GO_Level,GO_Children,GSEA_MSigDB,NCBI_Entrez
C,1401,CRP,GO:0006954,biological_process,inflammatory response,,31,44,159,73022,5.2955820989618395e-61,5.2955820989618395e-61,138.79081776592184,4,5,1,1
E,2067,ERCC1,GO:0006281,biological_process,DNA repair,,49,72,865,72270,1.3178057608160822e-60,1.3178057608160822e-60,137.8791375286142,5,15,1,1
A,238,ALK,GO:0005819,cellular_component,spindle,,32,41,207,72976,1.4118593129367484e-60,1.4118593129367484e-60,137.8101980822661,5,2,0,0
T,7040,TGFB1,GO:0023052,biological_process,signaling,,322,554,10370,62010,6.76289402668164e-60,6.840628440781429e-60,136.2322259749215,1,6,0,0
C,811,CALR,GO:0009986,cellular_component,cell surface,,45,81,597,72533,9.852116022314553e-60,9.940873824317386e-60,135.85845065294703,2,1,1,1
I,3476,IGBP1,GO:0097503,biological_process,sialylation,,21,15,30,73190,2.2370025562309143e-59,2.2370025562309143e-59,135.04738366143644,5,1,0,0
P,5563,PRKAA2,GO:0006914,biological_process,autophagy,,75,188,1622,71371,7.3132333535633e-59,7.500752157500821e-59,133.83751718346812,3,7,0,0
A,207,AKT1,GO:0032259,biological_process,methylation,,20,3611,3789,65836,8.743645096860306e-59,8.819347651811477e-59,133.675572581745,2,1,0,0
C,1029,CDKN2A,GO:0007049,biological_process,cell cycle,,182,619,4115,68340,4.360384321858124e-57,4.4766612371076737e-57,129.74847279165186,2,2,1,0
F,2176,FANCC,GO:0006281,biological_process,DNA repair,,33,7,881,72335,1.4303310626130305e-56,1.4303310626130305e-56,128.58685927787278,5,15,1,1
I,3670,ISL1,GO:0032259,biological_process,methylation,,49,6,3760,69441,1.916054038354398e-56,1.916054038354398e-56,128.2944973247816,2,1,0,0
E,1956,EGFR,GO:0032259,biological_process,methylation,,6,2787,3803,66660,4.783079306444158e-56,4.81172049989592e-56,127.37371049521947,2,1,0,0
P,5395,PMS2,GO:0006298,biological_process,mismatch repair,,24,13,141,73078,1.7485901422211356e-55,1.7485901422211356e-55,126.08337028445027,6,2,1,1
C,1525,CXADR,GO:0009293,biological_process,transduction,,33,56,300,72867,2.098929004919962e-54,2.098929004919962e-54,123.59816780469929,4,1,0,0
M,4313,MMP2,GO:0031012,cellular_component,extracellular matrix,,63,637,362,72194,2.2520871507885247e-54,2.252087150788525e-54,123.5277376128654,3,8,1,0
C,890,CCNA2,GO:0007049,biological_process,cell cycle,,77,71,4220,68888,2.4501251915008685e-54,2.4501251915008685e-54,123.44345589985554,2,2,1,0
A,207,AKT1,GO:0005488,molecular_function,binding,,71,3560,5549,64076,2.7747776411654665e-54,2.810970393006755e-54,123.30606526235783,1,52,0,0
S,10735,STAG2,GO:0008278,cellular_component,cohesin complex,,18,56,2,73180,2.396268073861959e-53,2.396268073861959e-53,121.16309737077408,2,3,1,1
M,4323,MMP14,GO:0016020,cellular_component,membrane,,59,95,1791,71311,4.679930235766244e-53,4.679930235766244e-53,120.49372672575353,2,16,0,0
C,963,CD53,GO:0009986,cellular_component,cell surface,,26,1,616,72613,5.211021161432166e-53,5.211021161432166e-53,120.3862340918498,2,1,1,0
S,6469,SHH,GO:0023052,biological_process,signaling,,98,35,10594,62529,5.752090321424257e-53,5.752090321424257e-53,120.28744660577695,1,6,0,0
C,1019,CDK4,GO:0051318,biological_process,G1 phase,,52,293,453,72458,8.925202555397055e-53,9.087478965495183e-53,119.83011240049099,3,2,0,0
B,581,BAX,GO:0031966,cellular_component,mitochondrial membrane,,36,242,128,72850,1.0161680611528804e-52,1.0161680611528804e-52,119.71838608569301,4,2,0,0
T,7057,THBS1,GO:0001525,biological_process,angiogenesis,,60,81,2183,70932,2.3508112997168962e-52,2.3508112997168962e-52,118.87966433319174,3,5,0,0
G,2950,GSTP1,GO:0032259,biological_process,methylation,,74,82,3735,69365,3.343167682852807e-52,3.343167682852807e-52,118.52750607011676,2,1,0,0
K,7403,KDM6A,GO:0000785,cellular_component,chromatin,,51,196,640,72369,3.828780865781008e-52,3.828780865781008e-52,118.3918783949763,2,5,1,0
G,2932,GSK3B,GO:0023052,biological_process,signaling,,158,150,10534,62414,5.884788522544725e-52,6.031908235608343e-52,117.9373614180301,1,6,0,0
A,8289,ARID1A,GO:0000785,cellular_component,chromatin,,46,133,645,72432,6.4310000927822895e-52,6.652758716671334e-52,117.83939322243462,2,5,1,1
T,10383,TUBB4B,GO:0097503,biological_process,sialylation,,16,1,35,73204,3.7143787849701263e-51,3.7143787849701263e-51,116.11962829655214,5,1,0,0
A,10717,AP4B1,GO:0097503,biological_process,sialylation,,16,1,35,73204,3.7143787849701263e-51,3.7143787849701263e-51,116.11962829655214,5,1,0,0
G,2720,GLB1,GO:0004565,molecular_function,beta-galactosidase activity,,15,19,1,73221,4.1405576999213127e-51,4.1405576999213127e-51,116.01100925380578,6,1,0,1
M,4255,MGMT,GO:0032259,biological_process,methylation,,52,20,3757,69427,1.3545532283699286e-50,1.3545532283699284e-50,114.82578297050067,2,1,1,0
T,8743,TNFSF10,GO:0008219,biological_process,cell death,,57,139,1331,71729,2.235429038067507e-50,2.235429038067507e-50,114.32482147671818,2,4,0,0
M,5599,MAPK8,GO:0016310,biological_process,phosphorylation,,126,383,3634,69113,3.341793967534135e-50,3.341793967534135e-50,113.92274687088067,5,8,0,0
L,3902,LAG3,GO:0046649,biological_process,lymphocyte activation,,17,23,13,73203,7.486156582638032e-50,7.486156582638032e-50,113.11619912370917,3,6,1,0
P,142,PARP1,GO:0035825,biological_process,homologous recombination,,33,315,82,72826,2.27157013539698e-49,2.302687534512007e-49,111.99259262266395,6,2,0,0
A,9140,ATG12,GO:0006914,biological_process,autophagy,,36,12,1661,71547,5.038289591388615e-49,5.038289591388615e-49,111.20960289901087,3,7,0,0
D,1789,DNMT3B,GO:0032259,biological_process,methylation,,61,48,3748,69399,5.723319048740884e-49,5.723319048740884e-49,111.082120666322,2,1,1,0
M,4582,MUC1,GO:0016020,cellular_component,membrane,,54,86,1796,71320,7.338177481416848e-49,7.338177481416848e-49,110.83357904444773,2,16,0,0
F,2167,FABP4,GO:0005504,molecular_function,fatty acid binding,,17,30,12,73197,1.0013734339216014e-48,1.0013734339216014e-48,110.52271197209026,3,4,1,1
C,29126,CD274,GO:0006955,biological_process,immune response,,58,602,380,72216,1.090618471144951e-48,1.1061987350184502e-48,110.42315488867423,2,9,0,1
M,406988,MIR205,GO:0001837,biological_process,epithelial to mesenchymal transition,,27,76,137,73016,1.2353414598951158e-48,1.2353414598951158e-48,110.31273704610436,5,5,0,0
F,2247,FGF2,GO:0040007,biological_process,growth,,130,72,12925,60129,1.8555253184563044e-48,1.8555253184563044e-48,109.90591661720319,1,10,1,0
A,328,APEX1,GO:0006281,biological_process,DNA repair,,41,74,873,72268,3.938807247783947e-48,3.938807247783947e-48,109.15320651522487,5,15,1,2
T,10382,TUBB4A,GO:0097503,biological_process,sialylation,,15,1,36,73204,7.112204252207844e-48,7.112204252207844e-48,108.56227224653817,5,1,0,0
R,5899,RALB,GO:0016310,biological_process,phosphorylation,,62,56,3698,69440,8.194538673027515e-48,8.194538673027514e-48,108.42061654681527,5,8,0,0
C,3576,CXCL8,GO:0046903,biological_process,secretion,,53,292,623,72288,1.6889931006251248e-47,1.6889931006251248e-47,107.69736681779025,4,10,0,0
B,4059,BCAM,GO:0007155,biological_process,cell adhesion,,32,33,659,72532,2.025401482555785e-47,2.0254014825557849e-47,107.51573142682264,2,7,0,1
C,983,CDK1,GO:0016310,biological_process,phosphorylation,,106,277,3654,69219,2.1974755200757643e-47,2.2242740020279075e-47,107.42206879956991,5,8,0,0
Y,4904,YBX1,GO:0005488,molecular_function,binding,,62,29,5558,67607,2.7312154979541645e-47,2.7312154979541645e-47,107.21675262326616,1,52,0,0
C,1027,CDKN1B,GO:0007049,biological_process,cell cycle,,87,142,4210,68817,4.426322127325927e-47,4.426322127325927e-47,106.73393035105148,2,2,1,0
P,5728,PTEN,GO:0042577,molecular_function,lipid phosphatase activity,,23,738,0,72495,1.722363378362286e-46,1.722363378362286e-46,105.37521687286608,6,2,0,0
B,10678,B3GNT2,GO:0097503,biological_process,sialylation,,18,29,33,73176,2.1882568668273473e-46,2.1882568668273473e-46,105.13580900205544,5,1,0,0
O,4968,OGG1,GO:0006281,biological_process,DNA repair,,27,6,887,72336,2.768226977880759e-46,2.768226977880759e-46,104.90070724265308,5,15,1,0
Z,6935,ZEB1,GO:0001837,biological_process,epithelial to mesenchymal transition,,34,296,130,72796,3.0003779036145976e-46,3.0670529681393662e-46,104.79819712240096,5,5,0,0
X,7508,XPC,GO:0016458,biological_process,gene silencing,,29,108,179,72940,5.982696538508293e-46,6.148882553466856e-46,104.10264391104015,2,3,0,0
F,2335,FN1,GO:0031012,cellular_component,extracellular matrix,,43,259,382,72572,6.336428942675224e-46,6.336428942675224e-46,104.07259892621961,3,8,1,1
I,3439,IFNA1,GO:0008219,biological_process,cell death,,58,185,1330,71683,8.096540847914747e-46,8.096540847914747e-46,103.827477363075,2,4,0,0
T,7078,TIMP3,GO:0032259,biological_process,methylation,,45,14,3764,69433,8.340041919583132e-46,8.340041919583132e-46,103.79784603503917,2,1,0,0
R,6236,RRAD,GO:0016020,cellular_component,membrane,,40,29,1810,71377,9.571661022855859e-46,9.571661022855859e-46,103.66010752171533,2,16,0,0
T,7039,TGFA,GO:0023052,biological_process,signaling,,149,157,10543,62407,1.8433051698006693e-45,1.8433051698006693e-45,103.00476893657179,1,6,0,0
H,3014,H2AX,GO:0016310,biological_process,phosphorylation,,52,32,3708,69464,1.8929215730061054e-45,1.8929215730061054e-45,102.97820774336518,5,8,0,0
T,7082,TJP1,GO:0070160,cellular_component,tight junction,,19,21,75,73141,2.0897082172199057e-45,2.0897082172199057e-45,102.87930473748727,5,3,1,1
G,373156,GSTK1,GO:0016740,molecular_function,transferase activity,,18,57,19,73162,2.896089234919934e-45,2.896089234919934e-45,102.55296789752035,2,16,0,0
A,207,AKT1,GO:0010467,biological_process,gene expression,,25,3606,3342,66283,3.6623872616941076e-45,3.7263590915926944e-45,102.30089754264118,4,4,0,0
E,10919,EHMT2,GO:0006914,biological_process,autophagy,,39,31,1658,71528,3.9376329532496067e-45,3.9376329532496067e-45,102.2457494152457,3,7,0,0
A,317,APAF1,GO:0032259,biological_process,methylation,,53,35,3756,69412,4.3093802627462334e-45,4.3093802627462334e-45,102.15553508150137,2,1,0,0
P,5562,PRKAA1,GO:0006914,biological_process,autophagy,,46,66,1651,71493,5.0194224126134165e-45,5.0194224126134165e-45,102.00301431489633,3,7,0,0
C,847,CAT,GO:0004096,molecular_function,catalase activity,,15,75,0,73166,6.387024418868342e-45,6.387024418868342e-45,101.76206068694583,3,1,0,3
M,5609,MAP2K7,GO:0023052,biological_process,signaling,,122,99,10570,62465,7.286269412234596e-45,7.286269412234596e-45,101.63033751012952,1,6,0,0
C,1493,CTLA4,GO:0012501,biological_process,programmed cell death,,33,135,296,72792,4.101301713682735e-44,4.1013017136827343e-44,99.90243967727527,3,10,0,0
H,10855,HPSE,GO:0030305,molecular_function,heparanase activity,,14,54,0,73188,8.392176107329494e-44,8.392176107329494e-44,99.18644423572007,5,1,0,1
B,675,BRCA2,GO:0006281,biological_process,DNA repair,,35,51,879,72291,1.0003614769003317e-43,1.0003614769003317e-43,99.01079758716067,5,15,1,0
C,8900,CCNA1,GO:0032259,biological_process,methylation,,43,14,3766,69433,1.824931795935887e-43,1.824931795935887e-43,98.4096163844978,2,1,0,0
T,7291,TWIST1,GO:0032259,biological_process,methylation,,80,153,3729,69294,2.1367502277458906e-43,2.1367502277458906e-43,98.2518729090948,2,1,0,0
M,5601,MAPK9,GO:0006412,biological_process,translation,,36,89,643,72488,3.641609048873368e-43,3.641609048873368e-43,97.71873336837525,5,4,0,0
G,373156,GSTK1,GO:0098754,biological_process,detoxification,,23,52,145,73036,4.359481589083372e-43,4.520943870160534e-43,97.50243820586789,1,7,1,0
G,2990,GUSB,GO:0004566,molecular_function,beta-glucuronidase activity,,11,5,0,73240,5.351668636749388e-43,5.351668636749388e-43,97.33375059174558,5,1,0,1
S,83667,SESN2,GO:0006914,biological_process,autophagy,,39,38,1658,71521,6.417660977475467e-43,6.417660977475467e-43,97.15210528115432,3,7,0,0
M,5599,MAPK8,GO:0023052,biological_process,signaling,,200,309,10492,62255,1.2571613090456027e-42,1.269134273893656e-42,96.47023891182434,1,6,0,0
Z,9839,ZEB2,GO:0070888,molecular_function,E-box binding,,20,126,26,73084,1.3472860695926316e-42,1.3472860695926316e-42,96.41048165552297,8,1,0,0
M,4150,MAZ,GO:0005488,molecular_function,binding,,46,9,5574,67627,1.3543006188015082e-42,1.3543006188015082e-42,96.4052887331547,1,52,0,0
H,3005,H1-0,GO:0016310,biological_process,phosphorylation,,41,12,3719,69484,1.5670162879738047e-42,1.5670162879738047e-42,96.2594005480626,5,8,0,0
