Letter,Gene_ID,Gene_Name,GO_ID,GO_Namespace,GO_Name,GOF,a,b,c,d,Pvalue,Adjusted_Pvalue,Enrichment_Score,GO_Level,GO_Children,GSEA_MSigDB,NCBI_Entrez
A,1386,ATF2,GO:0051179,biological_process,localization,,89,203,1593,87695,2.8401944432430694e-80,2.8401944432430694e-80,183.16293492376357,1,10,0,0
S,8878,SQSTM1,GO:0006914,biological_process,autophagy,,65,57,1517,87941,3.464137506418252e-80,3.464137506418252e-80,182.9643437537631,3,7,0,1
P,5367,PMCH,GO:0120302,biological_process,background adaptation,,28,81,4,89467,1.952258247828715e-79,1.952258247828715e-79,181.23523556819688,4,2,0,0
G,2638,GC,GO:0005499,molecular_function,vitamin D binding,,25,48,1,89506,1.470068381708018e-78,1.470068381708018e-78,179.21632833565815,4,1,1,1
I,3586,IL10,GO:0046903,biological_process,secretion,,104,328,1721,87427,2.121065073463083e-78,2.121065073463083e-78,178.84971889786587,4,10,1,0
C,54205,CYCS,GO:0005829,cellular_component,cytosol,,47,205,145,89183,1.6523317393907466e-77,1.6874877338458688e-77,176.77581128563546,2,1,0,1
X,7514,XPO1,GO:0051168,biological_process,nuclear export,,30,25,70,89455,6.434778832421904e-76,6.434778832421904e-76,173.13474959656602,6,4,1,0
M,4286,MITF,GO:0030318,biological_process,melanocyte differentiation,,91,1841,213,87435,6.771646406041491e-76,6.771646406041491e-76,173.0837228187506,5,2,1,1
C,1493,CTLA4,GO:0006955,biological_process,immune response,,121,831,1145,87483,1.1321926479733121e-75,1.1726280996866448e-75,172.53463450571877,2,9,0,1
A,308,ANXA5,GO:0008219,biological_process,cell death,,90,189,2032,87269,8.485160017875965e-75,8.485160017875965e-75,170.55556321713217,2,4,0,0
M,4157,MC1R,GO:0040007,biological_process,growth,,31,1533,14003,74013,9.347382558837209e-75,9.552819538152311e-75,170.43704562403832,1,10,0,0
T,11138,TBC1D8,GO:0009293,biological_process,transduction,,35,7,410,89128,1.5461353103368191e-74,1.5461353103368191e-74,169.9555384123671,4,1,0,0
V,7412,VCAM1,GO:0007155,biological_process,cell adhesion,,44,17,867,88652,3.3680016794174945e-74,3.3680016794174945e-74,169.17697728654002,2,7,0,1
N,4851,NOTCH1,GO:0023052,biological_process,signaling,,224,152,15841,73363,1.7238365996932844e-72,1.7238365996932844e-72,165.24157430758194,1,6,0,0
L,3902,LAG3,GO:0046649,biological_process,lymphocyte activation,,28,40,38,89474,2.2326915920000557e-72,2.2326915920000557e-72,164.98291884600016,3,6,1,0
R,5925,RB1,GO:0007049,biological_process,cell cycle,,100,158,3391,85931,2.3305096108761363e-71,2.3305096108761363e-71,162.6374546418005,2,2,1,0
C,999,CDH1,GO:0098609,biological_process,cell-cell adhesion,,49,571,81,88879,2.350598685174393e-71,2.3505986851743932e-71,162.62887154721824,3,20,0,2
M,5599,MAPK8,GO:0023052,biological_process,signaling,,326,360,15739,73155,7.165483811760554e-71,7.165483811760555e-71,161.5142660192557,1,6,0,0
X,7515,XRCC1,GO:0006281,biological_process,DNA repair,,43,13,1077,88447,1.0732283190249154e-70,1.0732283190249152e-70,161.11028528289935,5,15,1,0
M,81631,MAP1LC3B,GO:0006914,biological_process,autophagy,,53,34,1529,87964,4.875186234568935e-70,4.875186234568935e-70,159.5967982039002,3,7,0,1
R,5873,RAB27A,GO:0032402,biological_process,melanosome transport,,29,70,37,89444,8.277443044333325e-70,8.277443044333325e-70,159.06742239994884,5,1,0,1
B,8314,BAP1,GO:0005694,cellular_component,chromosome,,83,287,1297,87913,8.611495078312249e-70,8.611495078312249e-70,159.02785856181472,5,6,0,0
I,3486,IGFBP3,GO:0005520,molecular_function,insulin-like growth factor binding,,31,150,25,89374,1.0376121264840721e-69,1.0376121264840721e-69,158.8414493755864,4,2,0,1
P,5443,POMC,GO:0043473,biological_process,pigmentation,,115,498,1881,87086,1.4233970531235762e-69,1.4233970531235762e-69,158.5253251110163,1,4,1,0
H,3082,HGF,GO:0040007,biological_process,growth,,278,331,13756,75215,1.0843326759267546e-68,1.0843326759267546e-68,156.49482157104939,1,10,0,0
F,197258,FCSK,GO:0036065,biological_process,fucosylation,,22,12,19,89527,1.6975178085565633e-68,1.6975178085565635e-68,156.0466192521499,3,2,0,0
C,939,CD27,GO:0007613,biological_process,memory,,49,29,1372,88130,3.923474866576298e-68,3.923474866576298e-68,155.20880861689838,3,4,0,0
P,10891,PPARGC1A,GO:0006119,biological_process,oxidative phosphorylation,,35,111,98,89336,4.28286584147492e-68,4.28286584147492e-68,155.12116394894653,3,1,0,0
R,11186,RASSF1,GO:0032259,biological_process,methylation,,61,58,1942,87519,1.1264174271290423e-67,1.1264174271290423e-67,154.15415905277118,2,1,0,0
C,5010,CLDN11,GO:0032259,biological_process,methylation,,45,7,1958,87570,3.7613859097519356e-67,3.7613859097519356e-67,152.94841374809386,2,1,0,0
C,983,CDK1,GO:0007049,biological_process,cell cycle,,78,76,3413,86013,4.0678871461865456e-67,4.0678871461865456e-67,152.8700774946416,2,2,1,0
T,7942,TFEB,GO:0006914,biological_process,autophagy,,57,64,1525,87934,2.3480512988130052e-66,2.3480512988130052e-66,151.11703038800377,3,7,0,0
C,836,CASP3,GO:0008219,biological_process,cell death,,99,340,2023,87118,1.499104979488136e-65,1.499104979488136e-65,149.2631627949306,2,4,0,0
E,83939,EIF2A,GO:0016310,biological_process,phosphorylation,,98,90,5631,83761,2.5448760116653136e-65,2.5448760116653136e-65,148.7339491141999,5,8,0,0
M,4323,MMP14,GO:0016020,cellular_component,membrane,,81,203,1883,87413,3.1923857267384984e-65,3.1923857267384984e-65,148.50726253061612,2,16,0,0
I,3569,IL6,GO:0046903,biological_process,secretion,,110,549,1715,87206,4.685236082428332e-65,4.685236082428332e-65,148.12361473906552,4,10,1,0
T,7015,TERT,GO:0032259,biological_process,methylation,,101,393,1902,87184,7.699616058121875e-65,7.806555170040234e-65,147.61306725744575,2,1,0,0
N,23636,NUP62,GO:0006914,biological_process,autophagy,,45,18,1537,87980,1.3363503379206308e-64,1.3363503379206308e-64,147.07550368189797,3,7,0,0
M,4313,MMP2,GO:0031012,cellular_component,extracellular matrix,,67,479,499,88535,5.3812234912548165e-64,5.3812234912548165e-64,145.68253018856865,3,8,1,0
P,6490,PMEL,GO:0042470,cellular_component,melanosome,,52,368,260,88900,7.005508137695743e-64,7.005508137695743e-64,145.41874923517517,8,1,0,2
C,29126,CD274,GO:0006955,biological_process,immune response,,104,773,1162,87541,4.9266002902111315e-62,4.9825843844180765e-62,141.15432705650926,2,9,0,1
A,214,ALCAM,GO:0007155,biological_process,cell adhesion,,40,28,871,88641,6.330621070040445e-62,6.330621070040444e-62,140.9148774189575,2,7,0,1
T,7306,TYRP1,GO:0043473,biological_process,pigmentation,,81,226,1915,87358,1.0833864854011586e-61,1.0833864854011586e-61,140.3775989027196,1,4,1,0
T,7124,TNF,GO:0046903,biological_process,secretion,,123,794,1702,86961,1.5526310833705705e-61,1.5526310833705705e-61,140.01773970764256,4,10,1,0
C,1050,CEBPA,GO:0005488,molecular_function,binding,,79,30,7216,82255,3.0797346039440886e-61,3.0797346039440883e-61,139.33284724691455,1,52,0,0
A,317,APAF1,GO:0043293,cellular_component,apoptosome,,25,70,30,89455,4.087428788946369e-61,4.087428788946369e-61,139.04977455822967,2,1,0,1
M,5599,MAPK8,GO:0016310,biological_process,phosphorylation,,180,506,5549,83345,7.496338320506904e-61,7.600454130513945e-61,138.4294826731147,5,8,0,0
K,3791,KDR,GO:0040007,biological_process,growth,,162,111,13872,75435,9.129505951531028e-61,9.129505951531029e-61,138.24617909214126,1,10,0,0
S,6476,SI,GO:0090599,molecular_function,alpha-glucosidase activity,,16,6,1,89557,1.545469761246649e-60,1.545469761246649e-60,137.71977766292082,6,8,0,0
B,168620,BHLHA15,GO:0043276,biological_process,anoikis,,27,21,171,89361,6.714335768904606e-60,6.714335768904606e-60,136.25086067207255,5,1,0,0
P,25913,POT1,GO:0070187,cellular_component,shelterin complex,,26,78,42,89434,6.74102571030601e-60,6.741025710306011e-60,136.24689348375912,4,1,1,1
C,834,CASP1,GO:0046903,biological_process,secretion,,58,82,1767,87673,8.287555797166968e-60,8.287555797166968e-60,136.04035049146358,4,10,0,0
T,7299,TYR,GO:0001171,biological_process,reverse transcription,,67,983,283,88247,2.059615231023905e-59,2.0753374846958435e-59,135.1223967029641,7,1,0,0
X,7508,XPC,GO:0006281,biological_process,DNA repair,,47,65,1073,88395,5.924501032056884e-59,5.924501032056884e-59,134.07342401717253,5,15,1,1
T,7299,TYR,GO:0042470,cellular_component,melanosome,,64,986,248,88282,7.966769087948692e-59,8.089334766224826e-59,133.76197398810334,8,1,0,0
S,6774,STAT3,GO:0023052,biological_process,signaling,,396,604,15669,72911,1.068250034001585e-58,1.0802528433723894e-58,133.47274026568527,1,6,0,0
C,925,CD8A,GO:0030217,biological_process,T cell differentiation,,45,2261,17,87257,9.564243981722733e-58,9.6240205066085e-58,131.28567328420644,5,7,1,0
B,596,BCL2,GO:0008219,biological_process,cell death,,115,625,2007,86833,1.1151206965324293e-57,1.1151206965324293e-57,131.13838765359577,2,4,0,0
M,23515,MORC3,GO:0016363,cellular_component,nuclear matrix,,15,0,7,89558,1.1632666148097188e-57,1.1632666148097188e-57,131.09611820592545,2,1,1,0
A,65057,ACD,GO:0070187,cellular_component,shelterin complex,,20,10,48,89502,5.405105194098885e-57,5.405105194098885e-57,129.56000638739084,4,1,1,1
C,925,CD8A,GO:0042110,biological_process,T cell activation,,88,2218,288,86986,7.175507298845877e-57,7.265765252290479e-57,129.26417667507818,4,6,1,1
E,1973,EIF4A1,GO:0006412,biological_process,translation,,36,36,651,88857,9.62769859624916e-57,9.627698596249159e-57,128.98270608614783,5,4,0,0
A,10000,AKT3,GO:0023052,biological_process,signaling,,140,65,15925,73450,1.5643028520831213e-56,1.5643028520831213e-56,128.4973249448498,1,6,0,0
P,5111,PCNA,GO:0007049,biological_process,cell cycle,,86,164,3405,85925,1.7361036775253486e-56,1.7361036775253486e-56,128.39312187113487,2,2,1,0
M,2315,MLANA,GO:0030318,biological_process,melanocyte differentiation,,44,287,260,88989,5.324097261965639e-56,5.324097261965639e-56,127.27252203871197,5,2,0,0
M,4286,MITF,GO:0043473,biological_process,pigmentation,,175,1757,1821,85827,1.837163849259837e-55,1.8485043668478608e-55,126.027803252907,1,4,1,0
B,673,BRAF,GO:0016301,molecular_function,kinase activity,,129,4127,389,84935,2.7490852067388468e-55,2.7655467948031513e-55,125.62494174344347,4,133,1,0
I,3429,IFI27,GO:0007049,biological_process,cell cycle,,68,80,3423,86009,5.244081412319202e-55,5.244081412319202e-55,124.98508002404046,2,2,0,0
M,4644,MYO5A,GO:0032402,biological_process,melanosome transport,,22,40,44,89474,7.781603406712529e-55,7.781603406712529e-55,124.59041770430876,5,1,0,1
I,3662,IRF4,GO:0043473,biological_process,pigmentation,,49,48,1947,87536,2.8398055826768167e-54,2.8398055826768167e-54,123.29585942865256,1,4,0,0
N,10763,NES,GO:0005882,cellular_component,intermediate filament,,22,54,35,89469,3.151793124108704e-54,3.151793124108704e-54,123.19162348505102,6,5,0,1
S,283652,SLC24A5,GO:0043473,biological_process,pigmentation,,41,19,1955,87565,1.6716455222141717e-53,1.6716455222141717e-53,121.52320144474395,1,4,1,0
C,8208,CHAF1B,GO:0031497,biological_process,chromatin assembly,,17,25,7,89531,2.0347402880456568e-53,2.0347402880456566e-53,121.32664174051631,5,2,0,1
C,634,CEACAM1,GO:0007155,biological_process,cell adhesion,,42,75,869,88594,4.369462219206089e-53,4.369462219206089e-53,120.56236998911623,2,7,0,0
F,2335,FN1,GO:0031012,cellular_component,extracellular matrix,,50,274,516,88740,5.05832370611575e-53,5.05832370611575e-53,120.41597478364784,3,8,1,1
C,1030,CDKN2B,GO:0005813,cellular_component,centrosome,,26,123,56,89375,8.468168937540629e-53,8.468168937540629e-53,119.90069562549972,3,1,0,0
A,545,ATR,GO:0016310,biological_process,phosphorylation,,114,214,5615,83637,1.2904383832719384e-52,1.2904383832719384e-52,119.47944284305285,5,8,0,0
M,5604,MAP2K1,GO:0016310,biological_process,phosphorylation,,122,254,5607,83597,1.7850713819578198e-52,1.7850713819578198e-52,119.154966431366,5,8,0,0
C,54205,CYCS,GO:0043293,cellular_component,apoptosome,,26,226,29,89299,4.1818275281487756e-52,4.3636461163291574e-52,118.26111686259125,2,1,0,0
G,2597,GAPDH,GO:0010467,biological_process,gene expression,,76,137,3383,85984,1.0252838755798992e-51,1.0252838755798992e-51,117.40687021666476,4,4,0,0
N,4893,NRAS,GO:0023052,biological_process,signaling,,410,699,15655,72816,1.7162704569277218e-51,1.7162704569277218e-51,116.8916861451173,1,6,0,0
B,581,BAX,GO:0031966,cellular_component,mitochondrial membrane,,40,323,208,89009,2.7887583198472154e-51,2.7887583198472154e-51,116.40624329257545,4,2,0,0
P,6490,PMEL,GO:0030318,biological_process,melanocyte differentiation,,44,376,260,88900,2.832513289592369e-51,2.8724078429669094e-51,116.37668909498827,5,2,0,0
T,8626,TP63,GO:0005819,cellular_component,spindle,,38,136,408,88998,1.1287341770814088e-50,1.1287341770814088e-50,115.00815784214105,5,2,0,0
G,2932,GSK3B,GO:0016310,biological_process,phosphorylation,,102,175,5627,83676,6.24912468207349e-50,6.24912468207349e-50,113.29681324663025,5,8,0,0
C,891,CCNB1,GO:0007049,biological_process,cell cycle,,59,62,3432,86027,7.610113095815961e-50,7.610113095815961e-50,113.09977661646528,2,2,1,0
C,925,CD8A,GO:0016310,biological_process,phosphorylation,,12,2294,5717,81557,1.391209473237996e-49,1.4176248429830213e-49,112.47768673131547,5,8,0,0
M,79083,MLPH,GO:0032402,biological_process,melanosome transport,,20,40,46,89474,3.68051335691683e-49,3.68051335691683e-49,111.52361731509433,5,1,0,1
B,596,BCL2,GO:0031966,cellular_component,mitochondrial membrane,,47,693,201,88639,7.855110113723489e-49,7.918457775930937e-49,110.75747309510457,4,2,0,0
M,4170,MCL1,GO:0043276,biological_process,anoikis,,33,213,165,89169,9.17428687012171e-49,9.17428687012171e-49,110.6102648911157,5,1,1,0
T,7157,TP53,GO:0002039,molecular_function,p53 binding,,31,2281,1,87267,1.4924488794212938e-48,1.497741251334135e-48,110.12012632295507,3,1,1,1
M,4318,MMP9,GO:0031012,cellular_component,extracellular matrix,,53,422,513,88592,1.723015266259625e-48,1.723015266259625e-48,109.98000864592929,3,8,1,0
M,2956,MSH6,GO:0006298,biological_process,mismatch repair,,20,15,113,89432,1.9245458562803988e-48,1.9245458562803988e-48,109.86939444262305,6,2,1,1
C,1233,CCR4,GO:0030014,cellular_component,CCR4-NOT complex,,14,29,0,89537,3.192230465376163e-48,3.192230465376163e-48,109.36336458580061,3,1,0,0
C,925,CD8A,GO:0006955,biological_process,immune response,,141,2165,1125,86149,5.556981581382651e-48,5.698560729952909e-48,108.7838708242751,2,9,0,1
M,79594,MUL1,GO:0016874,molecular_function,ligase activity,,17,14,40,89509,8.514311315251776e-48,8.514311315251776e-48,108.38233603187786,2,12,0,0
C,10404,CPQ,GO:0004177,molecular_function,aminopeptidase activity,,12,5,0,89563,1.1108989630404458e-47,1.1108989630404458e-47,108.116329806556,5,4,0,0
M,407010,MIR23A,GO:0006914,biological_process,autophagy,,35,21,1547,87977,2.8707317021978754e-47,2.8707317021978754e-47,107.16693242494146,3,7,0,0
I,3480,IGF1R,GO:0023052,biological_process,signaling,,230,271,15835,73244,3.3563218576907194e-47,3.3563218576907194e-47,107.0106536815616,1,6,0,0
F,2321,FLT1,GO:0040007,biological_process,growth,,112,63,13922,75483,3.545691919504938e-47,3.545691919504938e-47,106.95576604797479,1,10,0,0
