Term	Name	Pvalue	Genes	level	namespace
GO:0050821	protein stabilization	8.85946743776254e-05	2	4	biological_process
GO:0006956	complement activation	0.0057033949876613725	3	3	biological_process
GO:0051319	G2 phase	5.986706103687576e-06	1	3	biological_process
GO:0002250	adaptive immune response	0.00031697280027435904	2	3	biological_process
GO:0001776	leukocyte homeostasis	3.8214809219849506e-05	2	2	biological_process
GO:0030183	B cell differentiation	0.0006044204142507607	2	5	biological_process
GO:0042092	type 2 immune response	2.4650727911625747e-05	1	3	biological_process
GO:0098743	cell aggregation	3.155400313956447e-05	1	2	biological_process
GO:0001819	positive regulation of cytokine production	8.689436897997322e-05	2	5	biological_process
GO:0006953	acute-phase response	3.991801879770382e-05	1	6	biological_process
GO:0003401	axis elongation	0.002556079502869838	2	4	biological_process
GO:0007338	single fertilization	4.407033625637648e-05	1	3	biological_process
GO:0045006	DNA deamination	8.814067251273824e-05	2	6	biological_process
GO:0030030	cell projection organization	4.407033625637648e-05	1	4	biological_process
GO:0097503	sialylation	4.407033625637648e-05	1	5	biological_process
GO:0009566	fertilization	4.407033625637648e-05	1	2	biological_process
GO:0030199	collagen fibril organization	0.00016683770154198426	7	5	biological_process
GO:0008053	mitochondrial fusion	0.00012780397514348824	2	6	biological_process
GO:0007267	cell-cell signaling	4.407033625637648e-05	1	2	biological_process
GO:0006952	defense response	4.407033625637648e-05	1	3	biological_process
GO:0006301	postreplication repair	4.407033625637648e-05	1	6	biological_process
GO:0009301	snRNA transcription	4.407033625637648e-05	1	7	biological_process
GO:0007076	mitotic chromosome condensation	4.407033625637648e-05	1	4	biological_process
GO:0036297	interstrand cross-link repair	4.407033625637648e-05	1	6	biological_process
GO:0006396	RNA processing	0.009854968805113513	8	6	biological_process
GO:0046907	intracellular transport	4.722154704149607e-05	1	3	biological_process
GO:0031295	T cell costimulation	6.895607820115484e-05	1	3	biological_process
GO:0000050	urea cycle	8.814067251275343e-05	1	4	biological_process
GO:0019372	lipoxygenase pathway	8.814067251275343e-05	1	5	biological_process
GO:0032543	mitochondrial translation	8.814067251275343e-05	1	6	biological_process
GO:0051304	chromosome separation	0.0011722709444195766	2	3	biological_process
GO:0000278	mitotic cell cycle	0.00030379151792725114	3	3	biological_process
GO:0043588	skin development	8.814067251275343e-05	1	4	biological_process
GO:0022008	neurogenesis	0.0031683723090022305	3	4	biological_process
GO:0030261	chromosome condensation	8.814067251389076e-05	1	8	biological_process
GO:0030198	extracellular matrix organization	0.00026441424841583335	3	5	biological_process
GO:0051899	membrane depolarization	0.0001322110087671	1	4	biological_process
GO:0019079	viral genome replication	0.0002203516812818	1	2	biological_process
GO:0007010	cytoskeleton organization	0.00276437625638498	5	5	biological_process
GO:0019882	antigen processing and presentation	0.007617577825207439	5	2	biological_process
GO:0070365	hepatocyte differentiation	0.0003084923537946	1	5	biological_process
GO:0006325	chromatin organization	0.0003353525342396	1	4	biological_process
GO:0034097	response to cytokine	0.014247821232976401	3	4	biological_process
GO:0048246	macrophage chemotaxis	0.000352562690051	1	4	biological_process
GO:0001836	release of cytochrome c from mitochondria	0.0003625978760014	1	7	biological_process
GO:0080111	DNA demethylation	0.0031683483509514	2	3	biological_process
GO:0001782	B cell homeostasis	0.0004407033625637	1	4	biological_process
GO:0070269	pyroptosis	0.000528774115034	1	4	biological_process
GO:0019985	translesion synthesis	0.0005875526893029	1	7	biological_process
GO:0050817	coagulation	0.0006854479242504333	3	2	biological_process
GO:0051028	mRNA transport	0.0013128788186849499	2	5	biological_process
GO:0070932	histone H3 deacetylation	0.00317907380176675	2	8	biological_process
GO:0008037	cell recognition	0.0007930912576762	1	2	biological_process
GO:0070459	prolactin secretion	0.0008324396848426	1	5	biological_process
GO:0002158	osteoclast proliferation	0.00285744041457355	2	4	biological_process
GO:1905517	macrophage migration	0.00102463531796075	2	4	biological_process
GO:0007059	chromosome segregation	0.0012998282674817	2	2	biological_process
GO:0030222	eosinophil differentiation	0.0011080541687317	1	4	biological_process
GO:0042593	glucose homeostasis	0.0011102788224315	1	6	biological_process
GO:0007623	circadian rhythm	0.0011102788224315	1	2	biological_process
GO:0006284	base-excision repair	0.0011330374407109	1	6	biological_process
GO:0010212	response to ionizing radiation	0.0011460812391036	1	4	biological_process
GO:0034154	toll-like receptor 7 signaling pathway	0.0012163412806759	1	5	biological_process
GO:0051604	protein maturation	0.0012465609398232	1	4	biological_process
GO:0040008	regulation of growth	0.001410250760204	1	3	biological_process
GO:0006887	exocytosis	0.0014319072171077	1	3	biological_process
GO:0009972	cytidine deamination	0.0015109829573614	1	9	biological_process
GO:0060326	cell chemotaxis	0.0035608683310181335	3	4	biological_process
GO:0098868	bone growth	0.001744531544279	1	3	biological_process
GO:0140374	antiviral innate immune response	0.0018125003057444	1	5	biological_process
GO:0050900	leukocyte migration	0.010340988676941486	7	2	biological_process
GO:0007568	aging	0.0169315104668138	3	2	biological_process
GO:0032456	endocytic recycling	0.0019831651315369	1	4	biological_process
GO:0006909	phagocytosis	0.015546651640832382	6	3	biological_process
GO:0000723	telomere maintenance	0.0022104574627161	1	5	biological_process
GO:0010506	regulation of autophagy	0.012916832636189878	5	6	biological_process
GO:0050863	regulation of T cell activation	0.0027250157918526	1	6	biological_process
GO:1990928	response to amino acid starvation	0.002809483936344	1	4	biological_process
GO:0051726	regulation of cell cycle	0.019701764732019775	4	4	biological_process
GO:0097190	apoptotic signaling pathway	0.008424966314067967	6	3	biological_process
GO:0070828	heterochromatin organization	0.0035168128332588	1	5	biological_process
GO:1901652	response to peptide	0.0037000320029223	1	4	biological_process
GO:0035148	tube formation	0.0039922539902835	1	3	biological_process
GO:0010941	regulation of cell death	0.019429232019006874	4	4	biological_process
GO:0016236	macroautophagy	0.017115585963753874	4	4	biological_process
GO:0019081	viral translation	0.0044400863778299	1	2	biological_process
GO:0071479	cellular response to ionizing radiation	0.0239962980915916	2	5	biological_process
GO:0045765	regulation of angiogenesis	0.0048737687559186	1	5	biological_process
GO:0042325	regulation of phosphorylation	0.0049300064488222	1	7	biological_process
GO:0035567	non-canonical Wnt signaling pathway	0.0050680886694833	1	6	biological_process
GO:0048144	fibroblast proliferation	0.0050680886694833	1	3	biological_process
GO:0002377	immunoglobulin production	0.0214938686124016	2	3	biological_process
GO:0002062	chondrocyte differentiation	0.0056880113994896	1	4	biological_process
GO:0006342	chromatin silencing	0.0057985932101525	1	3	biological_process
GO:0006915	apoptotic process	0.0075204068506868	2	4	biological_process
GO:0072678	T cell migration	0.01201348745154255	2	5	biological_process
GO:0001935	endothelial cell proliferation	0.014148748068491798	2	4	biological_process
GO:0043029	T cell homeostasis	0.0137782909273735	2	4	biological_process
GO:0006310	DNA recombination	0.010752095951464	1	5	biological_process
GO:0022900	electron transport chain	0.011269229543062	1	4	biological_process
GO:0006605	protein targeting	0.0127167675580083	1	5	biological_process
GO:0007507	heart development	0.0131644390160114	1	4	biological_process
GO:0007258	JUN phosphorylation	0.0146029377776281	1	7	biological_process
GO:0038001	paracrine signaling	0.0149887112935288	1	3	biological_process
GO:0016575	histone deacetylation	0.0155335021282328	1	7	biological_process
GO:0090399	replicative senescence	0.017632570028065	1	4	biological_process
GO:0042060	wound healing	0.03246930661575325	2	4	biological_process
GO:0006413	translational initiation	0.0259943073235866	1	3	biological_process
GO:0016055	Wnt signaling pathway	0.0282520942830514	1	5	biological_process
GO:0097345	mitochondrial outer membrane permeabilization	0.0294163951684727	1	7	biological_process
GO:0006119	oxidative phosphorylation	0.0305398396161468	1	3	biological_process
