Term	Name	Pvalue	Genes	level	namespace
GO:0001782	B cell homeostasis	3.797903047039422e-10	1	4	biological_process
GO:0006310	DNA recombination	0.011745190669698542	9	5	biological_process
GO:0070383	DNA cytosine deamination	0.0028921479442554493	2	7	biological_process
GO:0048102	autophagic cell death	5.801572701260456e-07	3	4	biological_process
GO:0046785	microtubule polymerization	0.004395967709152291	2	5	biological_process
GO:0016570	histone modification	1.6106312591058863e-07	2	6	biological_process
GO:0051319	G2 phase	1.3359884313457696e-09	1	3	biological_process
GO:0042117	monocyte activation	0.011202850276282312	3	4	biological_process
GO:0002064	epithelial cell development	1.577033565883557e-09	1	4	biological_process
GO:0070989	oxidative demethylation	0.0001077467729135595	2	3	biological_process
GO:0032868	response to insulin	0.006444951392986908	4	5	biological_process
GO:0043029	T cell homeostasis	0.00034340193187664927	3	4	biological_process
GO:0045006	DNA deamination	0.004856967017629646	3	6	biological_process
GO:0006302	double-strand break repair	0.006165088748165098	4	6	biological_process
GO:0006396	RNA processing	0.006603781480602584	16	6	biological_process
GO:0006887	exocytosis	0.00874661916493443	21	3	biological_process
GO:0010212	response to ionizing radiation	0.002974212334732399	2	4	biological_process
GO:0009411	response to UV	0.01421651278798796	2	5	biological_process
GO:0097009	energy homeostasis	0.0029493916056670664	2	3	biological_process
GO:0016925	protein sumoylation	0.006800601343272562	7	8	biological_process
GO:0045930	negative regulation of mitotic cell cycle	0.000916124269903911	9	6	biological_process
GO:0055085	transmembrane transport	0.0021932290268939112	8	2	biological_process
GO:0042692	muscle cell differentiation	1.1995301392415706e-08	1	4	biological_process
GO:0007568	aging	0.00782498677199983	12	2	biological_process
GO:0002118	aggressive behavior	1.346677634110433e-08	1	2	biological_process
GO:0070527	platelet aggregation	0.00017315765015624198	3	5	biological_process
GO:0008360	regulation of cell shape	2.020999152066027e-08	1	3	biological_process
GO:0006390	mitochondrial transcription	2.2390195235742732e-08	1	6	biological_process
GO:1901652	response to peptide	0.004096292534041567	3	4	biological_process
GO:0042254	ribosome biogenesis	0.001747935401761335	5	5	biological_process
GO:0070933	histone H4 deacetylation	3.1987470379775254e-08	1	8	biological_process
GO:0042148	strand invasion	4.2027097893115706e-08	1	5	biological_process
GO:0000723	telomere maintenance	0.00032915696792985925	4	5	biological_process
GO:0051301	cell division	0.009721781400138298	33	2	biological_process
GO:0060361	flight	0.004172868355053168	2	2	biological_process
GO:0042495	detection of triacyl bacterial lipopeptide	2.1208266222109043e-06	2	7	biological_process
GO:0071727	cellular response to triacyl bacterial lipopeptide	2.1208266222109043e-06	2	7	biological_process
GO:0030098	lymphocyte differentiation	0.012370883029445811	6	4	biological_process
GO:0061909	autophagosome-lysosome fusion	1.0074502217258309e-07	1	7	biological_process
GO:0008228	opsonization	1.439125984609574e-07	1	3	biological_process
GO:0061024	membrane organization	8.51454538591864e-05	2	4	biological_process
GO:0046907	intracellular transport	0.004776373485743103	5	3	biological_process
GO:0060348	bone development	1.9188346370653618e-07	1	4	biological_process
GO:0001776	leukocyte homeostasis	4.521395923507134e-06	2	2	biological_process
GO:0007062	sister chromatid cohesion	0.0032690624276437716	7	3	biological_process
GO:0014047	glutamate secretion	3.825676510828736e-07	1	4	biological_process
GO:0007254	JNK cascade	0.01664308902951297	3	6	biological_process
GO:0097345	mitochondrial outer membrane permeabilization	0.003766833136473119	8	7	biological_process
GO:1990266	neutrophil migration	0.0007260253422570953	7	5	biological_process
GO:0042632	cholesterol homeostasis	0.0019731191249907653	3	7	biological_process
GO:0002115	store-operated calcium entry	0.00023349200087534889	3	8	biological_process
GO:0007595	lactation	0.0004529349478463712	2	5	biological_process
GO:0000725	recombinational repair	0.0066563459463463885	7	6	biological_process
GO:0035265	organ growth	1.0277574233021796e-06	1	2	biological_process
GO:0036336	dendritic cell migration	4.2752174509715604e-05	4	4	biological_process
GO:0007019	microtubule depolymerization	1.5719052343250551e-06	1	5	biological_process
GO:0046849	bone remodeling	0.0015471948581831693	2	3	biological_process
GO:0006959	humoral immune response	0.0037763042907699553	16	3	biological_process
GO:0032481	positive regulation of type I interferon production	3.5506891808309926e-06	2	6	biological_process
GO:0000165	MAPK cascade	0.00713438885413246	2	4	biological_process
GO:0016584	nucleosome positioning	5.517211399888158e-06	1	6	biological_process
GO:0051169	nuclear transport	0.007513204047628523	14	4	biological_process
GO:0051225	spindle assembly	0.0006609610940825438	3	4	biological_process
GO:0060333	interferon-gamma-mediated signaling pathway	7.836535442167515e-06	1	5	biological_process
GO:0016575	histone deacetylation	0.001167561113254097	2	7	biological_process
GO:0019725	cellular homeostasis	1.002467508146544e-05	1	2	biological_process
GO:0051607	defense response to virus	0.002019011959020478	5	4	biological_process
GO:0031099	regeneration	0.008375303914326584	9	3	biological_process
GO:0030299	intestinal cholesterol absorption	1.1544677901608647e-05	1	6	biological_process
GO:0030900	forebrain development	1.1544677901608647e-05	1	3	biological_process
GO:0010564	regulation of cell cycle process	0.00015567356779322484	9	5	biological_process
GO:0097502	mannosylation	1.1544677901608647e-05	1	3	biological_process
GO:0002682	regulation of immune system process	0.0004752209230770484	10	3	biological_process
GO:0060390	regulation of SMAD protein signal transduction	0.003792787461860463	4	5	biological_process
GO:0007346	regulation of mitotic cell cycle	0.00019520401091917107	7	5	biological_process
GO:0045066	regulatory T cell differentiation	0.015064449974778777	2	6	biological_process
GO:0007596	blood coagulation	1.6883002778692028e-05	1	3	biological_process
GO:0008104	protein localization	1.977511246568788e-05	1	3	biological_process
GO:0001894	tissue homeostasis	2.0490424680448e-05	1	5	biological_process
GO:0036446	myofibroblast differentiation	0.006827968303710493	2	4	biological_process
GO:0007616	long-term memory	2.2920532846878367e-05	1	4	biological_process
GO:2000352	negative regulation of endothelial cell apoptotic process	2.3089355803217346e-05	1	9	biological_process
GO:0023061	signal release	2.3089355803217346e-05	1	4	biological_process
GO:0006606	protein import into nucleus	2.3089355803217346e-05	1	5	biological_process
GO:0007431	salivary gland development	2.3089355803217346e-05	1	5	biological_process
GO:0030282	bone mineralization	2.3089355803217346e-05	1	3	biological_process
GO:0002040	sprouting angiogenesis	2.3089355804187263e-05	1	4	biological_process
GO:0006629	lipid metabolic process	4.685802941480118e-05	3	3	biological_process
GO:0031532	actin cytoskeleton reorganization	3.1775759253423045e-05	1	4	biological_process
GO:0042593	glucose homeostasis	0.0034995952799052863	3	6	biological_process
GO:0055088	lipid homeostasis	0.00035690933676136	5	5	biological_process
GO:0030155	regulation of cell adhesion	0.0036792121045233026	13	4	biological_process
GO:0015918	sterol transport	3.463403370482601e-05	1	6	biological_process
GO:0006695	cholesterol biosynthetic process	3.46340337062809e-05	1	6	biological_process
GO:0030301	cholesterol transport	3.46340337062809e-05	1	7	biological_process
GO:0014065	phosphatidylinositol 3-kinase signaling	0.0007455596665397708	2	6	biological_process
GO:0007566	embryo implantation	0.001230204613685452	2	2	biological_process
GO:0043248	proteasome assembly	7.050429745825344e-05	4	7	biological_process
GO:0001510	RNA methylation	0.00023526201585022678	3	4	biological_process
GO:0048278	vesicle docking	0.0007675404179600524	2	4	biological_process
GO:0060326	cell chemotaxis	0.0014189591315678012	4	4	biological_process
GO:0008356	asymmetric cell division	4.617871160643444e-05	1	3	biological_process
GO:0001764	neuron migration	4.617871160643444e-05	1	4	biological_process
GO:0036503	ERAD pathway	4.617871160643444e-05	1	5	biological_process
GO:0022900	electron transport chain	0.002569154080121907	2	4	biological_process
GO:0032543	mitochondrial translation	0.00011544322488432667	3	6	biological_process
GO:0022617	extracellular matrix disassembly	5.77233895080434e-05	1	5	biological_process
GO:0000281	mitotic cytokinesis	0.0002623621155381217	2	4	biological_process
GO:0010608	posttranscriptional regulation of gene expression	6.349572845884763e-05	2	6	biological_process
GO:0000226	microtubule cytoskeleton organization	0.00015550539772429952	4	3	biological_process
GO:0010737	protein kinase A signaling	6.734395442061002e-05	1	4	biological_process
GO:0006477	protein sulfation	6.926806740965173e-05	1	5	biological_process
GO:0006259	DNA metabolic process	0.0005474131040083879	4	4	biological_process
GO:0006974	cellular response to DNA damage stimulus	0.0005474131040083879	4	4	biological_process
GO:0006406	mRNA export from nucleus	6.926806740965186e-05	1	6	biological_process
GO:0009566	fertilization	0.00010390010190783688	2	2	biological_process
GO:0060242	contact inhibition	0.0009749740929744878	2	5	biological_process
GO:0032465	regulation of cytokinesis	7.792657583585835e-05	1	5	biological_process
GO:0010506	regulation of autophagy	0.016255874441502213	5	6	biological_process
GO:0006479	protein methylation	8.08127453112607e-05	1	4	biological_process
GO:0035855	megakaryocyte development	8.08127453112607e-05	1	5	biological_process
GO:0031623	receptor internalization	8.380745986488104e-05	1	5	biological_process
GO:0010886	positive regulation of cholesterol storage	8.979193923473412e-05	1	6	biological_process
GO:0009404	toxin metabolic process	9.15877780194288e-05	1	3	biological_process
GO:0006865	amino acid transport	9.235582385044412e-05	1	5	biological_process
GO:0000278	mitotic cell cycle	0.0008099132782666048	5	3	biological_process
GO:0002520	immune system development	0.0028849213279892034	7	2	biological_process
GO:0022406	membrane docking	9.235635696395626e-05	1	2	biological_process
GO:0006517	protein deglycosylation	9.235742321286888e-05	1	5	biological_process
GO:0060056	mammary gland involution	9.235742321286906e-05	1	3	biological_process
GO:0043966	histone H3 acetylation	9.235742321375696e-05	1	8	biological_process
GO:0006821	chloride transport	9.946184038309008e-05	1	7	biological_process
GO:0007041	lysosomal transport	0.0015119535582196666	3	3	biological_process
GO:0010216	maintenance of DNA methylation	0.0011100549789696999	2	5	biological_process
GO:0015858	nucleoside transport	0.000115446779016	1	6	biological_process
GO:0034612	response to tumor necrosis factor	0.0001236451232656	1	5	biological_process
GO:0032918	spermidine acetylation	0.0001269914569176	1	8	biological_process
GO:0007283	spermatogenesis	0.0007192372021444	3	3	biological_process
GO:0007588	excretion	0.0031779042975352	2	3	biological_process
GO:0018101	protein citrullination	0.0001319391760183	1	8	biological_process
GO:0050863	regulation of T cell activation	0.0040730132715175	2	6	biological_process
GO:0072676	lymphocyte migration	0.01691981539439985	2	4	biological_process
GO:0045010	actin nucleation	0.00143331855061	4	6	biological_process
GO:0006811	ion transport	0.0010991421365158	2	4	biological_process
GO:0048538	thymus development	0.014813049474309151	2	5	biological_process
GO:0007369	gastrulation	0.0001616198928529	1	4	biological_process
GO:0042119	neutrophil activation	0.0001764914260839	1	5	biological_process
GO:0051249	regulation of lymphocyte activation	0.0001847073826745	1	5	biological_process
GO:0022402	cell cycle process	0.005895629690964719	16	2	biological_process
GO:0048478	replication fork protection	0.0004244654787212	2	6	biological_process
GO:0048041	focal adhesion assembly	0.0002052387182508	1	7	biological_process
GO:0045445	myoblast differentiation	0.00031167991435846664	3	4	biological_process
GO:2000116	regulation of cysteine-type endopeptidase activity	0.0022719026525075334	3	7	biological_process
GO:0030168	platelet activation	0.00556921282295498	5	3	biological_process
GO:0007411	axon guidance	0.002128529296857067	3	4	biological_process
GO:0042063	gliogenesis	0.0002182993639576	1	5	biological_process
GO:0050890	cognition	0.01068390154390655	4	4	biological_process
GO:0006264	mitochondrial DNA replication	0.0002493506485187	1	7	biological_process
GO:0045669	positive regulation of osteoblast differentiation	0.0002518838814896	1	6	biological_process
GO:0051788	response to misfolded protein	0.0002673504356162	1	4	biological_process
GO:0007520	myoblast fusion	0.0002693618232576	1	4	biological_process
GO:0002250	adaptive immune response	0.0042079398989533	6	3	biological_process
GO:0072678	T cell migration	0.020662696317283517	6	5	biological_process
GO:0009611	response to wounding	0.0020832432240768	2	3	biological_process
GO:0019915	lipid storage	0.00032323365507833335	3	3	biological_process
GO:0051899	membrane depolarization	0.000307833198768	1	4	biological_process
GO:0006635	fatty acid beta-oxidation	0.0003116775154528	1	6	biological_process
GO:0006869	lipid transport	0.0003303458637235	1	5	biological_process
GO:0071772	response to BMP	0.0005948257852162	2	3	biological_process
GO:0021782	glial cell development	0.0003463403370482	1	4	biological_process
GO:0022008	neurogenesis	0.009255261098021812	17	4	biological_process
GO:0016246	RNA interference	0.0053038206885104	2	5	biological_process
GO:0031424	keratinization	0.0003636237680283	1	2	biological_process
GO:0042157	lipoprotein metabolic process	0.0003698145154481	1	4	biological_process
GO:0015914	phospholipid transport	0.0003698145154481	1	6	biological_process
GO:0034976	response to endoplasmic reticulum stress	0.0003719951768296	1	4	biological_process
GO:0006397	mRNA processing	0.010010179689546242	17	7	biological_process
GO:0043588	skin development	0.0004709793554638	1	4	biological_process
GO:0006413	translational initiation	0.0074442847640949	2	3	biological_process
GO:0051610	serotonin uptake	0.0005252828445231	1	5	biological_process
GO:0006820	anion transport	0.0005256223938732	1	5	biological_process
GO:0030902	hindbrain development	0.0005430616484916	1	3	biological_process
GO:0006568	tryptophan metabolic process	0.0005541445392772	1	5	biological_process
GO:0070098	chemokine-mediated signaling pathway	0.0010295976655517666	3	5	biological_process
GO:0048863	stem cell differentiation	0.0012095233213896	2	4	biological_process
GO:0043616	keratinocyte proliferation	0.002976888076859333	3	4	biological_process
GO:0030216	keratinocyte differentiation	0.0006233334406746	1	6	biological_process
GO:0098930	axonal transport	0.0006233406381557	1	7	biological_process
GO:0010508	positive regulation of autophagy	0.0006234126066868	1	7	biological_process
GO:0001666	response to hypoxia	0.00103968551273155	2	3	biological_process
GO:0070268	cornification	0.0007358117906515	1	4	biological_process
GO:0048246	macrophage chemotaxis	0.0008011002578681	1	4	biological_process
GO:2000209	regulation of anoikis	0.008335508416218	2	7	biological_process
GO:0050892	intestinal absorption	0.0008216677199785	1	4	biological_process
GO:0008286	insulin receptor signaling pathway	0.0008396129382988	1	6	biological_process
GO:0000902	cell morphogenesis	0.00136760030526745	2	3	biological_process
GO:0060707	trophoblast giant cell differentiation	0.0008478411450941	1	4	biological_process
GO:1903131	mononuclear cell differentiation	0.000890298395824	1	5	biological_process
GO:0044409	entry into host	0.0009621782616114	1	5	biological_process
GO:0031648	protein destabilization	0.0009821316588957	1	4	biological_process
GO:0032456	endocytic recycling	0.0010464818220542	1	4	biological_process
GO:0034728	nucleosome organization	0.016871949484853568	3	5	biological_process
GO:0006953	acute-phase response	0.0034479476684512998	2	6	biological_process
GO:0007032	endosome organization	0.0011082890785544	1	6	biological_process
GO:0007618	mating	0.0011425075392064	1	3	biological_process
GO:0002870	T cell anergy	0.0011942239020955	1	4	biological_process
GO:0070849	response to epidermal growth factor	0.001242503497834	1	3	biological_process
GO:0030593	neutrophil chemotaxis	0.0055647625920796666	6	5	biological_process
GO:0044255	cellular lipid metabolic process	0.00203297681413555	2	3	biological_process
GO:0035239	tube morphogenesis	0.0012864069661792	1	3	biological_process
GO:0007010	cytoskeleton organization	0.009947388005821444	9	5	biological_process
GO:0051145	smooth muscle cell differentiation	0.001397513640721	1	5	biological_process
GO:0070365	hepatocyte differentiation	0.0014352740155436	1	5	biological_process
GO:0002377	immunoglobulin production	0.0066482935464268755	4	3	biological_process
GO:0006605	protein targeting	0.0036814515206614	3	5	biological_process
GO:0015074	DNA integration	0.0014540753393142	1	5	biological_process
GO:0046960	sensitization	0.008601237404791367	3	5	biological_process
GO:0072089	stem cell proliferation	0.0062722397094802	2	3	biological_process
GO:0060070	canonical Wnt signaling pathway	0.006026707688245525	4	6	biological_process
GO:0010818	T cell chemotaxis	0.0016744863514675	1	5	biological_process
GO:0009838	abscission	0.0018547362263683	1	2	biological_process
