Term	Name	Pvalue	Genes	level	namespace
GO:0048468	cell development	0.0010993021212875322	50	3	biological_process
GO:0061515	myeloid cell development	5.280109274337166e-17	2	4	biological_process
GO:0070162	adiponectin secretion	1.8054852618430406e-72	1	5	biological_process
GO:0032637	interleukin-8 production	9.296972797031198e-71	1	3	biological_process
GO:0048102	autophagic cell death	1.0244264908882145e-08	5	4	biological_process
GO:0090148	membrane fission	0.005794338062061713	6	5	biological_process
GO:0032635	interleukin-6 production	6.066452286836406e-69	1	3	biological_process
GO:0060361	flight	9.973712141821336e-05	4	2	biological_process
GO:0042697	menopause	0.0022052128629215136	12	3	biological_process
GO:0016477	cell migration	0.0040530244921117235	75	3	biological_process
GO:0030183	B cell differentiation	0.0029067023128433295	21	5	biological_process
GO:0046755	viral budding	0.003832257666902235	23	2	biological_process
GO:0006390	mitochondrial transcription	0.0002104483338151889	5	6	biological_process
GO:1990000	amyloid fibril formation	0.00288800928084235	2	4	biological_process
GO:0008218	bioluminescence	0.007109156986710046	8	3	biological_process
GO:0035825	homologous recombination	0.0032434651663832237	24	6	biological_process
GO:0019042	viral latency	0.002474146519106369	34	2	biological_process
GO:0001836	release of cytochrome c from mitochondria	0.003686750978582721	5	7	biological_process
GO:0006298	mismatch repair	0.0017916220884091171	20	6	biological_process
GO:0048870	cell motility	0.008492804985974076	63	2	biological_process
GO:0019075	virus maturation	0.00021421099769124797	5	2	biological_process
GO:0032639	TRAIL production	4.198682759344907e-62	1	4	biological_process
GO:0032868	response to insulin	0.00487011428172074	8	5	biological_process
GO:0002314	germinal center B cell differentiation	5.671583972330376e-60	1	7	biological_process
GO:0001649	osteoblast differentiation	0.00860485083695184	12	4	biological_process
GO:0007398	ectoderm development	9.773553492400535e-07	2	4	biological_process
GO:0046651	lymphocyte proliferation	0.006167814436141878	16	4	biological_process
GO:0008380	RNA splicing	0.008225184984934002	82	7	biological_process
GO:0042730	fibrinolysis	0.003939228651842311	17	6	biological_process
GO:0016049	cell growth	0.00196468826986359	105	2	biological_process
GO:0140253	cell-cell fusion	0.0002440033745554027	19	2	biological_process
GO:0001946	lymphangiogenesis	1.517275247737246e-05	8	3	biological_process
GO:0031623	receptor internalization	0.006207221733170735	16	5	biological_process
GO:0007219	Notch signaling pathway	0.003712259800757989	17	4	biological_process
GO:0050892	intestinal absorption	0.0008215644367294489	5	4	biological_process
GO:0019835	cytolysis	0.00010189501271449473	24	2	biological_process
GO:0008228	opsonization	0.0031370604285066786	12	3	biological_process
GO:0032196	transposition	0.0033020903227867424	12	2	biological_process
GO:0034063	stress granule assembly	0.0022792063137674883	6	6	biological_process
GO:0006260	DNA replication	0.0035359658490325034	92	5	biological_process
GO:0097352	autophagosome maturation	0.010170190045476969	15	6	biological_process
GO:0035282	segmentation	0.0010898059080994	4	4	biological_process
GO:0048771	tissue remodeling	0.001960305648643407	13	2	biological_process
GO:0030261	chromosome condensation	3.711188775239965e-06	4	8	biological_process
GO:0044838	cell quiescence	0.00221763741271435	4	3	biological_process
GO:0007097	nuclear migration	0.0034833561121727446	10	4	biological_process
GO:0016246	RNA interference	0.0034686812938084523	38	5	biological_process
GO:0031047	gene silencing by RNA	8.37539346397707e-28	2	3	biological_process
GO:0001510	RNA methylation	0.0001896845600827545	10	4	biological_process
GO:0090398	cellular senescence	0.00020737382825814884	14	4	biological_process
GO:0060384	innervation	0.00028051277949034305	5	2	biological_process
GO:0007588	excretion	0.0008884355048563262	42	3	biological_process
GO:0070383	DNA cytosine deamination	0.003805744668489625	6	7	biological_process
GO:0006906	vesicle fusion	0.0027390061247408283	8	6	biological_process
GO:0036268	swimming	1.2245561495387078e-44	1	2	biological_process
GO:0006508	proteolysis	0.004987935956438492	119	4	biological_process
GO:0051320	S phase	0.0004834464040646808	23	3	biological_process
GO:0046907	intracellular transport	0.013932983003625323	30	3	biological_process
GO:0043691	reverse cholesterol transport	0.000895955286884802	7	8	biological_process
GO:0019080	viral gene expression	0.004789845947436838	41	2	biological_process
GO:0006119	oxidative phosphorylation	0.006612481739420643	29	3	biological_process
GO:0009451	RNA modification	0.007752138466969983	6	5	biological_process
GO:0034341	response to interferon-gamma	1.5536078115263128e-41	1	5	biological_process
GO:0006913	nucleocytoplasmic transport	5.160114652404127e-05	8	5	biological_process
GO:0042632	cholesterol homeostasis	0.007566514444910392	15	7	biological_process
GO:0051169	nuclear transport	0.008235179563006841	47	4	biological_process
GO:0015031	protein transport	0.008047128689451738	6	4	biological_process
GO:0006869	lipid transport	0.00021438847180310836	6	5	biological_process
GO:0007623	circadian rhythm	0.0012958679126736253	8	2	biological_process
GO:0060004	reflex	0.0004828966111404984	7	3	biological_process
GO:0042696	menarche	1.629001121883039e-05	2	3	biological_process
GO:0044409	entry into host	0.006096896169519888	10	5	biological_process
GO:0017038	protein import	0.0016346742223776313	11	5	biological_process
GO:0043696	dedifferentiation	2.6148030190584893e-05	2	2	biological_process
GO:0001782	B cell homeostasis	3.6943861087092677e-09	3	4	biological_process
GO:0042100	B cell proliferation	0.004516703389609723	20	5	biological_process
GO:0035822	gene conversion	5.651529738650433e-06	8	7	biological_process
GO:0006949	syncytium formation	0.0027917920590854782	19	2	biological_process
GO:0051325	interphase	2.1739903025703736e-05	12	3	biological_process
GO:0002432	granuloma formation	3.679822790830225e-05	6	3	biological_process
GO:0032608	interferon-beta production	4.434221416012063e-36	1	4	biological_process
GO:0051882	mitochondrial depolarization	5.69581335425722e-06	14	5	biological_process
GO:0070997	neuron death	0.013489072521596802	13	3	biological_process
GO:0060416	response to growth hormone	3.023990977470585e-14	3	5	biological_process
GO:0099048	CRISPR-cas system	9.600195771985044e-36	1	5	biological_process
GO:0030282	bone mineralization	0.002380261316391261	5	3	biological_process
GO:0098743	cell aggregation	2.389139800201667e-35	1	2	biological_process
GO:0036262	granulysin production	3.009090379973032e-35	1	3	biological_process
GO:0008053	mitochondrial fusion	0.0008042859430466741	6	6	biological_process
GO:0080111	DNA demethylation	6.781392615382133e-06	4	3	biological_process
GO:0006898	receptor-mediated endocytosis	0.002965560258638448	7	4	biological_process
GO:0007569	cell aging	0.007164658698449942	7	3	biological_process
GO:0045730	respiratory burst	0.005084222634790593	6	2	biological_process
GO:0045007	depurination	7.730942592649365e-15	2	6	biological_process
GO:0051250	negative regulation of lymphocyte activation	9.679652716837463e-35	1	6	biological_process
GO:0042310	vasoconstriction	0.008094314685394252	4	6	biological_process
GO:0014047	glutamate secretion	6.549009278262468e-13	2	4	biological_process
GO:0007258	JUN phosphorylation	2.0571389809774006e-15	2	7	biological_process
GO:0022008	neurogenesis	0.0076010850987217726	54	4	biological_process
GO:0051318	G1 phase	0.0002026771529483663	14	3	biological_process
GO:0097707	ferroptosis	0.0189733238287558	2	4	biological_process
GO:0050658	RNA transport	0.002932967162870402	5	4	biological_process
GO:0006789	bilirubin conjugation	4.458270725194297e-33	1	7	biological_process
GO:0030098	lymphocyte differentiation	0.008577407903226777	6	4	biological_process
GO:0046849	bone remodeling	1.9179235938448148e-05	7	3	biological_process
GO:0007165	signal transduction	0.004832348462531383	138	2	biological_process
GO:0044850	menstrual cycle	0.004534384540801966	20	3	biological_process
GO:0018158	protein oxidation	1.730128347036958e-13	2	6	biological_process
GO:0072537	fibroblast activation	1.2484960469369336e-31	1	3	biological_process
GO:0048255	mRNA stabilization	1.0826615807106592e-06	5	5	biological_process
GO:0080009	mRNA methylation	1.337495363517946e-07	2	5	biological_process
GO:1903350	response to dopamine	1.3979059055528916e-28	2	5	biological_process
GO:0038127	ERBB signaling pathway	0.0022304144495150563	3	6	biological_process
GO:0036017	response to erythropoietin	7.946164516480617e-31	1	5	biological_process
GO:0006979	response to oxidative stress	0.010486099106306183	25	3	biological_process
GO:0031099	regeneration	0.0025354643076052332	20	3	biological_process
GO:0031295	T cell costimulation	6.011158208611195e-16	3	3	biological_process
GO:0061900	glial cell activation	0.00014711237441875	2	3	biological_process
GO:0002250	adaptive immune response	0.010908334386149025	28	3	biological_process
GO:0016055	Wnt signaling pathway	0.0018237580927642752	9	5	biological_process
GO:0010468	regulation of gene expression	0.006408093201790629	7	5	biological_process
GO:0032640	tumor necrosis factor production	3.3620086122910983e-09	2	4	biological_process
GO:0014889	muscle atrophy	0.001432178113931656	6	3	biological_process
GO:0030301	cholesterol transport	0.004917117761249718	9	7	biological_process
GO:0007010	cytoskeleton organization	0.008431655618101731	28	5	biological_process
GO:0051899	membrane depolarization	7.526577338389813e-05	4	4	biological_process
GO:0002377	immunoglobulin production	0.015302020624220198	8	3	biological_process
GO:0045055	regulated exocytosis	0.0023133863009239665	3	4	biological_process
GO:0140121	Lewy body formation	6.64589341742664e-29	1	6	biological_process
GO:0006094	gluconeogenesis	0.0001994677014247767	9	6	biological_process
GO:0000963	mitochondrial RNA processing	1.4546479184827172e-28	1	6	biological_process
GO:1901652	response to peptide	5.002009920372583e-09	4	4	biological_process
GO:0051013	microtubule severing	2.7414258352155123e-28	1	4	biological_process
GO:0071025	RNA surveillance	3.252726966192938e-28	1	6	biological_process
GO:0016571	histone methylation	0.008632663235369861	20	5	biological_process
GO:0006396	RNA processing	0.0067864643428441965	83	6	biological_process
GO:0060206	estrous cycle phase	5.624768050540126e-28	1	2	biological_process
GO:0000279	M phase	3.7976840918247516e-07	5	3	biological_process
GO:0051641	cellular localization	0.000982581018699229	13	2	biological_process
GO:0035456	response to interferon-beta	0.00815208122272035	4	5	biological_process
GO:0046960	sensitization	0.005472232540377787	19	5	biological_process
GO:0034337	RNA folding	3.955847048637885e-22	2	2	biological_process
GO:0032627	interleukin-23 production	4.599942578586637e-27	1	3	biological_process
GO:0072678	T cell migration	0.003985655427154495	20	5	biological_process
GO:0030728	ovulation	2.5492494278727444e-14	3	3	biological_process
GO:0061684	chaperone-mediated autophagy	0.0015294694484307867	3	4	biological_process
GO:0007535	donor selection	1.3334215316508455e-26	1	3	biological_process
GO:0097354	prenylation	0.0009292247450975	4	3	biological_process
GO:0030593	neutrophil chemotaxis	0.008067839310651784	10	5	biological_process
GO:0016575	histone deacetylation	0.009548457866350767	14	7	biological_process
GO:0032633	interleukin-4 production	2.5484374099548566e-26	1	3	biological_process
GO:0000741	karyogamy	1.473273013237503e-11	4	6	biological_process
GO:0070459	prolactin secretion	3.653867832800977e-26	1	5	biological_process
GO:0060013	righting reflex	0.001192641044432	2	4	biological_process
GO:0019395	fatty acid oxidation	0.0003339862400782921	8	5	biological_process
GO:0007596	blood coagulation	0.0013849749576672712	10	3	biological_process
GO:0006605	protein targeting	0.006024786134686522	9	5	biological_process
GO:0043113	receptor clustering	9.63434727503514e-05	8	5	biological_process
GO:0006457	protein folding	0.005103352869064754	45	2	biological_process
GO:0045577	regulation of B cell differentiation	7.003849174540768e-22	2	7	biological_process
GO:0006302	double-strand break repair	0.0028729351691505725	14	6	biological_process
GO:0006959	humoral immune response	0.011393831867334551	25	3	biological_process
GO:0035754	B cell chemotaxis	0.002769517504139503	3	5	biological_process
GO:0035284	brain segmentation	3.382305504415725e-25	1	5	biological_process
GO:0060326	cell chemotaxis	0.005838498427221119	9	4	biological_process
GO:0061909	autophagosome-lysosome fusion	2.2582973678121553e-09	6	7	biological_process
GO:0042552	myelination	0.01126086605372415	2	4	biological_process
GO:0016236	macroautophagy	0.007481518870143913	20	4	biological_process
GO:0070527	platelet aggregation	0.00197790641555179	14	5	biological_process
GO:0043435	response to corticotropin-releasing hormone	1.7257854744399204e-24	1	5	biological_process
GO:0002260	lymphocyte homeostasis	0.007388683486072245	9	3	biological_process
GO:0035148	tube formation	0.0028834587072462787	7	3	biological_process
GO:0007595	lactation	8.235764695354316e-12	2	5	biological_process
GO:0009299	mRNA transcription	0.010605239638717864	7	6	biological_process
GO:0043966	histone H3 acetylation	7.892890017735786e-17	2	8	biological_process
GO:0071548	response to dexamethasone	0.0048394070953294	2	5	biological_process
GO:0015858	nucleoside transport	2.0812416064181679e-07	6	6	biological_process
GO:0034238	macrophage fusion	0.012094591662967885	4	4	biological_process
GO:0018343	protein farnesylation	6.04465850694225e-23	1	5	biological_process
GO:0015833	peptide transport	0.0009269447184512013	4	5	biological_process
GO:0042254	ribosome biogenesis	0.0007418577353477891	51	5	biological_process
GO:0090383	phagosome acidification	1.0131269564856268e-22	1	10	biological_process
GO:0045190	isotype switching	1.3597206017459515e-05	10	6	biological_process
GO:0019372	lipoxygenase pathway	0.00155101362832425	2	5	biological_process
GO:0098609	cell-cell adhesion	0.006983396357533602	14	3	biological_process
GO:0060996	dendritic spine development	5.151937112779844e-22	1	3	biological_process
GO:0042594	response to starvation	0.0015033885155676682	7	3	biological_process
GO:0022601	menstrual cycle phase	0.0079717912109231	2	2	biological_process
GO:0050900	leukocyte migration	0.01006285148879154	34	2	biological_process
GO:0098930	axonal transport	0.002893452026486627	11	7	biological_process
GO:0032496	response to lipopolysaccharide	0.005130062851177325	7	4	biological_process
GO:0006497	protein lipidation	1.8270722164900183e-19	2	6	biological_process
GO:0007616	long-term memory	0.0056843915146066164	4	4	biological_process
GO:0040008	regulation of growth	0.009047680996402433	6	3	biological_process
GO:0006868	glutamine transport	0.00027850865867	2	7	biological_process
GO:0023061	signal release	2.960348519566432e-21	1	4	biological_process
GO:0039703	RNA replication	0.002750757425941607	15	6	biological_process
GO:0007032	endosome organization	4.12005291393276e-21	1	6	biological_process
GO:0140588	chromatin looping	4.3994739259530906e-21	1	5	biological_process
GO:0001666	response to hypoxia	2.141643910499157e-05	9	3	biological_process
GO:0036065	fucosylation	0.0035456010291019073	10	3	biological_process
GO:0018377	protein myristoylation	9.118344752168471e-21	1	7	biological_process
GO:0070995	NADPH oxidation	1.092739071715763e-20	1	3	biological_process
GO:0007599	hemostasis	0.004215509134176439	8	4	biological_process
GO:0039529	RIG-I signaling pathway	1.1115390837341515e-20	1	6	biological_process
GO:0072718	response to cisplatin	1.2778743253719984e-09	2	3	biological_process
GO:0030101	natural killer cell activation	0.018840690216070894	7	4	biological_process
GO:0032612	interleukin-1 production	1.992173052287478e-20	1	3	biological_process
GO:0032328	alanine transport	2.2768516064801568e-20	1	6	biological_process
GO:0042060	wound healing	0.013193855959326832	41	4	biological_process
GO:0051323	metaphase	9.114217493565177e-13	2	3	biological_process
GO:1904936	interneuron migration	5.416175458778621e-19	2	5	biological_process
GO:0061582	intestinal epithelial cell migration	4.608381564746029e-20	1	6	biological_process
GO:0018277	protein deamination	6.652353760877876e-20	1	6	biological_process
GO:0036276	response to antidepressant	8.112086240096963e-20	1	4	biological_process
GO:0010506	regulation of autophagy	0.002996197649969461	11	6	biological_process
GO:0006451	translational readthrough	9.369165794476753e-20	1	6	biological_process
GO:0050808	synapse organization	0.00837064263904577	6	5	biological_process
GO:0042118	endothelial cell activation	0.005596577857802183	7	3	biological_process
GO:0016485	protein processing	0.007679305240112517	4	5	biological_process
GO:0051298	centrosome duplication	0.00012719349874920006	2	3	biological_process
GO:0030224	monocyte differentiation	0.0005007499543873111	15	6	biological_process
GO:0002082	regulation of oxidative phosphorylation	1.8363451124294456e-19	1	5	biological_process
GO:0036336	dendritic cell migration	0.0002624889031121331	5	4	biological_process
GO:0016570	histone modification	2.391082120817101e-19	1	6	biological_process
GO:0016180	snRNA processing	7.471492102710014e-05	2	8	biological_process
GO:0019058	viral life cycle	0.008301844396252521	26	2	biological_process
GO:0097323	B cell adhesion	3.9245716521592376e-19	1	5	biological_process
GO:0001935	endothelial cell proliferation	0.01712026344366397	7	4	biological_process
GO:0042246	tissue regeneration	5.2356283660150224e-05	2	3	biological_process
GO:0009432	SOS response	4.984733166122539e-19	1	4	biological_process
GO:0046697	decidualization	0.006369255875367335	3	3	biological_process
GO:0009615	response to virus	0.008166836267661428	28	3	biological_process
GO:0046618	drug export	1.247046945303066e-18	1	5	biological_process
GO:0000732	strand displacement	1.376414376047545e-18	1	5	biological_process
GO:0033622	integrin activation	0.00010513115039478465	9	6	biological_process
GO:0002756	MyD88-independent toll-like receptor signaling pathway	1.9427747840137264e-18	1	5	biological_process
GO:0035944	perforin production	1.6582636253663574e-10	3	3	biological_process
GO:0046785	microtubule polymerization	0.0027293842129587527	3	5	biological_process
GO:0034440	lipid oxidation	0.006561138531445748	5	5	biological_process
GO:0044091	membrane biogenesis	5.1080456806305985e-14	2	4	biological_process
GO:0042255	ribosome assembly	0.0020846977589910718	7	6	biological_process
GO:0070816	phosphorylation of RNA polymerase II C-terminal domain	4.455608509213456e-18	1	7	biological_process
GO:0007618	mating	1.2708130891964144e-12	2	3	biological_process
GO:1990266	neutrophil migration	0.012684943216425958	9	5	biological_process
GO:0072676	lymphocyte migration	0.0068254525843480796	17	4	biological_process
GO:0042311	vasodilation	0.00028858586294260106	8	6	biological_process
GO:0000165	MAPK cascade	0.014480764968590293	5	4	biological_process
GO:0035855	megakaryocyte development	7.365002032879477e-18	1	5	biological_process
GO:0022900	electron transport chain	0.0018104500722934038	17	4	biological_process
GO:0097722	sperm motility	0.00047732736286584663	4	2	biological_process
GO:0006364	rRNA processing	8.736705694252852e-05	4	8	biological_process
GO:0009306	protein secretion	0.004059853522132356	10	4	biological_process
GO:0035898	parathyroid hormone secretion	1.7040762372140617e-17	1	7	biological_process
GO:0016574	histone ubiquitination	1.3722882785475918e-09	2	7	biological_process
GO:0045446	endothelial cell differentiation	1.997521338535047e-17	1	5	biological_process
GO:0051324	prophase	1.70605872258211e-16	2	3	biological_process
GO:0002319	memory B cell differentiation	3.079565342851629e-17	1	4	biological_process
GO:0043400	cortisol secretion	3.4686900165898564e-17	1	6	biological_process
GO:0015908	fatty acid transport	0.007531334339711589	16	6	biological_process
GO:0000725	recombinational repair	0.0034859891338569655	4	6	biological_process
GO:0048863	stem cell differentiation	0.004380083313216537	4	4	biological_process
GO:0019081	viral translation	0.012608039594526716	4	2	biological_process
GO:0034435	cholesterol esterification	3.991362818353644e-14	2	7	biological_process
GO:0042710	biofilm formation	9.768984940364495e-17	1	4	biological_process
GO:0009597	detection of virus	7.217349970470662e-15	3	4	biological_process
GO:0007283	spermatogenesis	0.0022742361981166062	4	3	biological_process
GO:0090382	phagosome maturation	0.0006288776409762922	6	5	biological_process
GO:0042119	neutrophil activation	0.004107800547174737	7	5	biological_process
GO:0050847	progesterone receptor signaling pathway	1.3087533043604792e-16	1	5	biological_process
GO:0006953	acute-phase response	0.00019670608517247261	6	6	biological_process
GO:0007320	insemination	0.00022845590997698015	2	3	biological_process
GO:0071456	cellular response to hypoxia	0.009913586501242966	3	4	biological_process
GO:0030908	protein splicing	1.7238756067431783e-16	1	6	biological_process
GO:0010818	T cell chemotaxis	0.009150466680204146	8	5	biological_process
GO:0071929	alpha-tubulin acetylation	0.005413226364640267	3	10	biological_process
GO:0038109	Kit signaling pathway	2.2876638412130813e-16	1	5	biological_process
GO:0072583	clathrin-dependent endocytosis	0.0005999602300714215	6	5	biological_process
GO:0006470	protein dephosphorylation	0.010036528946392478	4	6	biological_process
GO:0042703	menstruation	0.0002862798440848393	4	3	biological_process
GO:0043276	anoikis	0.005291237307734928	7	5	biological_process
GO:0048708	astrocyte differentiation	5.011192916568006e-06	2	5	biological_process
GO:0002467	germinal center formation	8.649226139210066e-08	5	3	biological_process
GO:0015711	organic anion transport	0.0008141637529469508	7	5	biological_process
GO:0098677	virion maturation	1.5450071826905065e-15	1	2	biological_process
GO:0048041	focal adhesion assembly	0.006352275071109158	3	7	biological_process
GO:0002526	acute inflammatory response	1.9182869479305047e-15	1	5	biological_process
GO:0072677	eosinophil migration	0.005934277509500126	7	5	biological_process
GO:0048659	smooth muscle cell proliferation	0.002429152248332549	8	4	biological_process
GO:0008104	protein localization	3.616663830643981e-15	1	3	biological_process
GO:0036273	response to statin	4.694958244820991e-15	1	4	biological_process
GO:0032636	interleukin-7 production	5.4498521289081286e-15	1	3	biological_process
GO:0043491	protein kinase B signaling	0.000728005729806772	5	4	biological_process
GO:0015888	thiamine transport	1.4322659247539683e-14	1	5	biological_process
GO:0007154	cell communication	0.01801392374623414	2	2	biological_process
GO:0006865	amino acid transport	0.008696141827379784	5	5	biological_process
GO:0016577	histone demethylation	5.7754279850642706e-08	2	4	biological_process
GO:0007059	chromosome segregation	0.0034553860207334813	14	2	biological_process
GO:0006277	DNA amplification	1.1901786223224586e-08	4	6	biological_process
GO:0043050	pharyngeal pumping	2.0770302436932835e-14	1	4	biological_process
GO:0006468	protein phosphorylation	0.008102227724179699	16	6	biological_process
GO:0006968	cellular defense response	0.003880583993421846	20	4	biological_process
GO:0007160	cell-matrix adhesion	4.02243330645134e-14	1	4	biological_process
GO:0035455	response to interferon-alpha	3.5549795872635e-12	2	5	biological_process
GO:0001508	action potential	0.0001259514441581244	5	4	biological_process
GO:0019346	transsulfuration	2.0584506330137604e-09	2	6	biological_process
GO:0034612	response to tumor necrosis factor	0.013842219661368782	4	5	biological_process
GO:0002339	B cell selection	7.492176967428016e-14	1	2	biological_process
GO:0008033	tRNA processing	5.5058760424919e-08	3	8	biological_process
GO:0090042	tubulin deacetylation	1.0250972690324893e-13	1	8	biological_process
