Term	Name	Pvalue	Genes	level	namespace
GO:0098609	cell-cell adhesion	0.004673966144787184	9	3	biological_process
GO:0032609	interferon-gamma production	1.148972688942054e-40	1	3	biological_process
GO:0001171	reverse transcription	0.003549769716976702	15	7	biological_process
GO:0030216	keratinocyte differentiation	0.003061973418739015	30	6	biological_process
GO:0001946	lymphangiogenesis	0.004481367369788358	8	3	biological_process
GO:0010467	gene expression	0.004530361029757761	169	4	biological_process
GO:0000279	M phase	0.00011848410952284507	8	3	biological_process
GO:0009306	protein secretion	3.1608089436442176e-08	3	4	biological_process
GO:0043276	anoikis	0.0012057042277559345	16	5	biological_process
GO:0051298	centrosome duplication	0.0025794454659872974	6	3	biological_process
GO:0006473	protein acetylation	0.0030122277173582	2	7	biological_process
GO:0010498	proteasomal protein catabolic process	1.1501173372555546e-35	1	5	biological_process
GO:0016477	cell migration	0.004062313839476986	74	3	biological_process
GO:0016311	dephosphorylation	0.009637837533082243	29	5	biological_process
GO:0006935	chemotaxis	0.007354130267762437	22	3	biological_process
GO:0006810	transport	0.0014257207418439017	35	3	biological_process
GO:0016055	Wnt signaling pathway	0.0005062428809343525	5	5	biological_process
GO:0001816	cytokine production	0.00552392380753537	42	2	biological_process
GO:0051318	G1 phase	0.0012409260755982963	18	3	biological_process
GO:0051322	anaphase	5.217674958800488e-05	5	3	biological_process
GO:0051301	cell division	0.012834625928707646	40	2	biological_process
GO:0006338	chromatin remodeling	0.005652481555141209	30	5	biological_process
GO:0009972	cytidine deamination	1.668879673569082e-05	3	9	biological_process
GO:0045087	innate immune response	0.010994236007851543	32	4	biological_process
GO:0072537	fibroblast activation	1.4293023032864476e-29	1	3	biological_process
GO:0006605	protein targeting	1.974716619329965e-22	2	5	biological_process
GO:0090398	cellular senescence	0.00875057540197464	15	4	biological_process
GO:0042310	vasoconstriction	0.005085669595551493	7	6	biological_process
GO:0042148	strand invasion	1.4587325428291523e-28	1	5	biological_process
GO:0001837	epithelial to mesenchymal transition	0.004872082896310991	12	5	biological_process
GO:0051324	prophase	2.784296391198074e-28	1	3	biological_process
GO:0042697	menopause	0.0014782201097000146	7	3	biological_process
GO:0048870	cell motility	0.007035071870393106	48	2	biological_process
GO:0044028	DNA hypomethylation	1.417319964055918e-26	1	7	biological_process
GO:0016573	histone acetylation	0.0019164262408035773	10	7	biological_process
GO:0007586	digestion	0.007152251810861182	6	2	biological_process
GO:0035282	segmentation	0.00730793185138425	2	4	biological_process
GO:0006277	DNA amplification	0.00014335613934254938	8	6	biological_process
GO:0071025	RNA surveillance	1.312361144936306e-23	1	6	biological_process
GO:0097502	mannosylation	6.5986274854e-05	2	3	biological_process
GO:0046649	lymphocyte activation	0.011543110670186799	21	3	biological_process
GO:0051923	sulfation	0.00018144229960705	2	4	biological_process
GO:0006952	defense response	0.0225294576283687	9	3	biological_process
GO:0007219	Notch signaling pathway	0.009075044945886054	21	4	biological_process
GO:0097352	autophagosome maturation	0.0005206597624648757	8	6	biological_process
GO:0019058	viral life cycle	0.006990967103001726	12	2	biological_process
GO:0070085	glycosylation	0.0015867837417909288	27	2	biological_process
GO:0140588	chromatin looping	4.105887136026594e-21	1	5	biological_process
GO:0002250	adaptive immune response	0.006071441076806878	11	3	biological_process
GO:0016049	cell growth	0.006936206012309649	74	2	biological_process
GO:0035148	tube formation	0.00762355537869454	5	3	biological_process
GO:0032613	interleukin-10 production	8.226188490947805e-21	1	3	biological_process
GO:0051250	negative regulation of lymphocyte activation	1.0150504075635836e-20	1	6	biological_process
GO:0001836	release of cytochrome c from mitochondria	0.005719341378219679	4	7	biological_process
GO:0032623	interleukin-2 production	3.4854651605786614e-20	1	3	biological_process
GO:0006396	RNA processing	0.01067288823369177	32	6	biological_process
GO:0006378	mRNA polyadenylation	0.004740258248529401	4	7	biological_process
GO:0009411	response to UV	0.00988852780193087	8	5	biological_process
GO:0007568	aging	0.004780828330517015	7	2	biological_process
GO:0099048	CRISPR-cas system	4.374520301796851e-19	1	5	biological_process
GO:0000723	telomere maintenance	0.009323141007944078	5	5	biological_process
GO:0006511	ubiquitin-dependent protein catabolic process	0.0019327323585593605	5	7	biological_process
GO:0001906	cell killing	0.0012197662777274508	2	2	biological_process
GO:0051225	spindle assembly	0.0023011297126726477	6	4	biological_process
GO:0060384	innervation	0.003612600996541977	4	2	biological_process
GO:0016575	histone deacetylation	0.0014040959054967873	5	7	biological_process
GO:0051546	keratinocyte migration	0.010015915473757927	2	6	biological_process
GO:0009293	transduction	0.0034251241604420953	10	4	biological_process
GO:0051323	metaphase	2.8905932146493656e-10	3	3	biological_process
GO:0046651	lymphocyte proliferation	0.00048055456421239556	6	4	biological_process
GO:0007616	long-term memory	1.8427008981932043e-16	1	4	biological_process
GO:0070988	demethylation	0.003120469951200483	9	2	biological_process
GO:0070828	heterochromatin organization	2.706497138595773e-16	1	5	biological_process
GO:0030261	chromosome condensation	0.003837489812635552	6	8	biological_process
GO:0008380	RNA splicing	0.006779820352463356	30	7	biological_process
GO:0001666	response to hypoxia	0.0013265355388227724	5	3	biological_process
GO:0030073	insulin secretion	1.842932837461073e-15	1	5	biological_process
GO:0097503	sialylation	0.00014664745214526545	3	5	biological_process
GO:0072718	response to cisplatin	0.0004359489875491059	6	3	biological_process
GO:0043542	endothelial cell migration	0.009320325315239856	10	6	biological_process
GO:0019085	early viral transcription	6.988733970882515e-15	1	3	biological_process
GO:0006954	inflammatory response	0.010422494168191538	56	4	biological_process
GO:0030154	cell differentiation	0.008855013219201	21	3	biological_process
GO:0050817	coagulation	0.004894831686392148	24	2	biological_process
GO:0048255	mRNA stabilization	9.569163543244828e-07	3	5	biological_process
GO:0032637	interleukin-8 production	1.7399807867283433e-14	1	3	biological_process
GO:0051319	G2 phase	2.943191227470387e-05	7	3	biological_process
GO:0032606	type I interferon production	0.00857096672496989	8	3	biological_process
GO:0070327	thyroid hormone transport	7.98128213452016e-14	1	5	biological_process
GO:0061912	selective autophagy	9.491014067602031e-14	1	5	biological_process
GO:0006334	nucleosome assembly	0.001700557827571516	6	6	biological_process
GO:0015833	peptide transport	7.411967356672304e-06	2	5	biological_process
GO:0006325	chromatin organization	0.01269334044065147	12	4	biological_process
GO:0060070	canonical Wnt signaling pathway	0.012680160181081906	9	6	biological_process
GO:0008218	bioluminescence	4.729099247003841e-13	1	3	biological_process
GO:0048468	cell development	2.0582985437625592e-08	2	3	biological_process
GO:0031424	keratinization	0.003363491331087977	11	2	biological_process
GO:0043696	dedifferentiation	1.230793988849817e-12	1	2	biological_process
GO:0019835	cytolysis	0.002648915855425805	3	2	biological_process
GO:0050900	leukocyte migration	0.013220261780969028	11	2	biological_process
GO:0030217	T cell differentiation	0.012971173342131935	11	5	biological_process
GO:0043966	histone H3 acetylation	1.2800466724539718e-11	1	8	biological_process
GO:0030855	epithelial cell differentiation	0.009469149846797692	9	4	biological_process
GO:0001510	RNA methylation	0.00013196820445872745	2	4	biological_process
GO:0000165	MAPK cascade	0.011132350059274416	7	4	biological_process
GO:0036446	myofibroblast differentiation	0.006290293036168251	3	4	biological_process
GO:0001788	antibody-dependent cellular cytotoxicity	3.5002301792062684e-11	1	4	biological_process
GO:0006898	receptor-mediated endocytosis	0.0007181577816340808	2	4	biological_process
GO:0070527	platelet aggregation	0.003175329785653937	2	5	biological_process
GO:0006266	DNA ligation	0.002198865975938364	3	5	biological_process
GO:0019080	viral gene expression	0.002541997247756674	8	2	biological_process
GO:0006397	mRNA processing	0.004883105223677311	20	7	biological_process
GO:0045056	transcytosis	9.829290261552116e-11	1	3	biological_process
GO:0006270	DNA replication initiation	0.0017165974212956798	3	5	biological_process
GO:0044256	protein digestion	1.5584910200368888e-10	1	3	biological_process
GO:0044026	DNA hypermethylation	0.0016703321078063212	6	7	biological_process
GO:0070383	DNA cytosine deamination	1.6564653120355556e-10	1	7	biological_process
GO:0046960	sensitization	0.0006321335788770792	9	5	biological_process
GO:0000075	cell cycle checkpoint signaling	4.2158640318839226e-10	2	4	biological_process
GO:0019985	translesion synthesis	0.00685005923440263	4	7	biological_process
GO:0072678	T cell migration	0.0029771306599143954	3	5	biological_process
GO:0071456	cellular response to hypoxia	0.0011487811166416958	2	4	biological_process
GO:0060242	contact inhibition	0.0024194613368618677	5	5	biological_process
GO:0002118	aggressive behavior	5.200233565893249e-10	1	2	biological_process
GO:0036336	dendritic cell migration	1.427694140329318e-07	3	4	biological_process
GO:0080009	mRNA methylation	0.0006450398252685775	2	5	biological_process
GO:0030497	fatty acid elongation	7.257060592930984e-10	1	6	biological_process
GO:0034341	response to interferon-gamma	9.33991792564361e-10	1	5	biological_process
GO:0007165	signal transduction	0.011200745027184735	40	2	biological_process
GO:0008037	cell recognition	0.00838095953277156	4	2	biological_process
GO:0039529	RIG-I signaling pathway	1.5894182703397355e-09	1	6	biological_process
GO:0090399	replicative senescence	0.006028649004294097	4	4	biological_process
GO:0032602	chemokine production	1.4758960993742514e-05	4	3	biological_process
GO:0016246	RNA interference	0.0007091149571518505	5	5	biological_process
GO:0042311	vasodilation	2.598570566178677e-09	1	6	biological_process
GO:0006390	mitochondrial transcription	3.628530296465503e-09	1	6	biological_process
GO:0002520	immune system development	1.688789087649099e-05	9	2	biological_process
GO:0031295	T cell costimulation	4.751288614183331e-09	1	3	biological_process
GO:0019079	viral genome replication	0.0025764282889178826	4	2	biological_process
GO:0016236	macroautophagy	0.003115128349237351	9	4	biological_process
GO:0007612	learning	6.289416403144397e-09	1	3	biological_process
GO:0031623	receptor internalization	0.014270594590168051	8	5	biological_process
GO:0019530	taurine metabolic process	1.330461108704014e-08	1	4	biological_process
GO:0032465	regulation of cytokinesis	0.0006613219010188938	2	5	biological_process
GO:0007411	axon guidance	0.002920207897584094	18	4	biological_process
GO:0006284	base-excision repair	0.00033810981367683675	3	6	biological_process
GO:0006887	exocytosis	0.0006590825348064953	7	3	biological_process
GO:0006302	double-strand break repair	0.004452697553155768	8	6	biological_process
GO:0022008	neurogenesis	0.020401895664471186	14	4	biological_process
GO:0019882	antigen processing and presentation	0.0025505561128250655	8	2	biological_process
GO:0001935	endothelial cell proliferation	0.0017078400368135394	4	4	biological_process
GO:0051216	cartilage development	0.0024183927966930268	5	4	biological_process
GO:0038127	ERBB signaling pathway	0.010255150195987071	6	6	biological_process
GO:0001570	vasculogenesis	8.668772955614874e-08	1	4	biological_process
GO:0007051	spindle organization	1.0675241306992677e-07	1	3	biological_process
GO:0002524	hypersensitivity	0.00017988614534755577	4	5	biological_process
GO:0007173	epidermal growth factor receptor signaling pathway	1.324482925270746e-07	1	7	biological_process
GO:0009838	abscission	1.4038658595290696e-07	1	2	biological_process
GO:0042632	cholesterol homeostasis	1.523669881303094e-07	1	7	biological_process
GO:0016584	nucleosome positioning	1.949806695149961e-07	1	6	biological_process
GO:0006457	protein folding	0.004652902084745242	10	2	biological_process
GO:0051788	response to misfolded protein	2.198486189625154e-07	1	4	biological_process
GO:0007623	circadian rhythm	2.3840606620799238e-07	1	2	biological_process
GO:0007020	microtubule nucleation	2.539244983108672e-07	1	4	biological_process
GO:0071679	commissural neuron axon guidance	0.0006007898380839716	2	5	biological_process
GO:0070848	response to growth factor	0.001350939112310319	2	4	biological_process
GO:0051326	telophase	3.683212745983517e-07	1	3	biological_process
GO:0045006	DNA deamination	3.435638077609258e-05	5	6	biological_process
GO:0006379	mRNA cleavage	3.915671429409008e-07	1	7	biological_process
GO:0009615	response to virus	0.00806958721278238	12	3	biological_process
GO:0008228	opsonization	4.676648494132128e-07	1	3	biological_process
GO:0045445	myoblast differentiation	0.0005939493458662412	2	4	biological_process
GO:0008544	epidermis development	0.0020028416412996297	10	4	biological_process
GO:0006950	response to stress	5.52520094085384e-07	1	2	biological_process
GO:0007059	chromosome segregation	0.011128734661579	14	2	biological_process
GO:0006979	response to oxidative stress	0.0030592005344870533	4	3	biological_process
GO:0030879	mammary gland development	0.0006427837207137308	6	5	biological_process
GO:0009299	mRNA transcription	7.258713325361949e-07	1	6	biological_process
GO:0072584	caveolin-mediated endocytosis	8.071464059471044e-07	1	4	biological_process
GO:0046849	bone remodeling	0.0003435282603532473	2	3	biological_process
GO:0006915	apoptotic process	0.009417803328650916	24	4	biological_process
GO:0006956	complement activation	0.0017651036363945287	13	3	biological_process
GO:0021987	cerebral cortex development	1.0192637090410937e-06	1	3	biological_process
GO:0010001	glial cell differentiation	0.02150891325577546	4	4	biological_process
GO:0022900	electron transport chain	0.000352344933179157	4	4	biological_process
GO:0042703	menstruation	1.281789884568484e-06	1	3	biological_process
GO:0060333	interferon-gamma-mediated signaling pathway	1.3396306030273132e-06	1	5	biological_process
GO:0080111	DNA demethylation	0.0036566835966148773	5	3	biological_process
GO:0051169	nuclear transport	0.005920269441835097	14	4	biological_process
GO:0097009	energy homeostasis	0.005318501090007924	2	3	biological_process
GO:0006096	glycolytic process	2.4190411684743155e-06	1	4	biological_process
GO:0045453	bone resorption	0.0055396980005844995	2	6	biological_process
GO:0000725	recombinational repair	0.004981435378774925	7	6	biological_process
GO:0042593	glucose homeostasis	0.007250186314315359	2	6	biological_process
GO:0009314	response to radiation	0.003110227277800452	7	3	biological_process
GO:0032456	endocytic recycling	3.475396976100287e-05	2	4	biological_process
GO:0002040	sprouting angiogenesis	0.009102612652294626	5	4	biological_process
GO:0043588	skin development	0.004821195603489219	6	4	biological_process
GO:0043489	RNA stabilization	5.187034515327889e-06	1	4	biological_process
GO:0000302	response to reactive oxygen species	5.345432808967638e-06	1	4	biological_process
GO:0050673	epithelial cell proliferation	0.017254275354848584	12	3	biological_process
GO:0009913	epidermal cell differentiation	0.023332060408981326	2	5	biological_process
GO:0006959	humoral immune response	0.014808595012553237	3	3	biological_process
GO:0014896	muscle hypertrophy	6.932669984428481e-06	1	4	biological_process
GO:0000045	autophagosome assembly	7.154080562129354e-06	1	6	biological_process
GO:0060326	cell chemotaxis	0.012747394144156805	11	4	biological_process
GO:0051641	cellular localization	0.008156652810622356	2	2	biological_process
GO:0014065	phosphatidylinositol 3-kinase signaling	0.0015657938963262994	2	6	biological_process
GO:0001894	tissue homeostasis	5.904074119659042e-05	2	5	biological_process
GO:0007253	cytoplasmic sequestering of NF-kappaB	0.0005201918000933232	2	6	biological_process
GO:0006821	chloride transport	1.0997712475546376e-05	1	7	biological_process
GO:0007520	myoblast fusion	0.00011066448178517318	2	4	biological_process
GO:0006814	sodium ion transport	1.0997712475546376e-05	2	6	biological_process
GO:0007019	microtubule depolymerization	3.84919936644123e-05	2	5	biological_process
GO:0006885	regulation of pH	1.6496568713319587e-05	2	8	biological_process
GO:0036503	ERAD pathway	1.0997712475546376e-05	1	5	biological_process
GO:0010216	maintenance of DNA methylation	1.537243255679097e-05	1	5	biological_process
GO:0007254	JNK cascade	0.00987375270970022	6	6	biological_process
GO:0015074	DNA integration	0.00024768622075660733	2	5	biological_process
GO:0045666	positive regulation of neuron differentiation	0.002713199658874504	7	6	biological_process
GO:0098930	axonal transport	2.19954249510928e-05	1	7	biological_process
GO:0043087	regulation of GTPase activity	7.139764928726171e-05	5	5	biological_process
GO:0043117	positive regulation of vascular permeability	0.008725341077403546	2	4	biological_process
GO:2000048	negative regulation of cell-cell adhesion mediated by cadherin	0.008725341077403546	2	7	biological_process
GO:0030199	collagen fibril organization	2.19954249510928e-05	1	5	biological_process
GO:0050982	detection of mechanical stimulus	3.849199366441242e-05	2	4	biological_process
GO:0015696	ammonium transport	2.19954249510928e-05	1	5	biological_process
GO:0050679	positive regulation of epithelial cell proliferation	0.0032268029985273836	9	6	biological_process
GO:0000122	negative regulation of transcription by RNA polymerase II	0.007873320521432548	8	8	biological_process
GO:0002068	glandular epithelial cell development	0.00019369230961809638	2	6	biological_process
GO:0008053	mitochondrial fusion	0.0004893982051617965	2	6	biological_process
GO:0001938	positive regulation of endothelial cell proliferation	0.0036769154210866753	7	7	biological_process
GO:0060348	bone development	0.0006476294238939975	3	4	biological_process
GO:0060349	bone morphogenesis	0.0001104829820583964	2	4	biological_process
GO:0034605	cellular response to heat	2.19954249510928e-05	1	4	biological_process
GO:0006366	transcription by RNA polymerase II	2.19954249510928e-05	1	6	biological_process
GO:0030219	megakaryocyte differentiation	2.19954249510928e-05	1	5	biological_process
GO:0048806	genitalia development	0.00019369230961809638	2	4	biological_process
GO:0032526	response to retinoic acid	0.00045709415684317317	4	4	biological_process
GO:0009887	animal organ morphogenesis	0.005074614156923143	12	3	biological_process
GO:0071773	cellular response to BMP stimulus	2.2014160406758124e-05	2	4	biological_process
GO:0003323	type B pancreatic cell development	0.00019369230961809638	2	7	biological_process
GO:0048193	Golgi vesicle transport	6.284407128882232e-05	4	3	biological_process
GO:0045778	positive regulation of ossification	0.002522349599527556	4	5	biological_process
GO:0042755	eating behavior	2.19954249510928e-05	1	3	biological_process
GO:0042127	regulation of cell population proliferation	0.003636253016241062	28	4	biological_process
GO:0061036	positive regulation of cartilage development	0.00019369230961809638	2	5	biological_process
GO:0006882	cellular zinc ion homeostasis	2.1995424952016764e-05	1	7	biological_process
GO:0000902	cell morphogenesis	0.006149765323132543	5	3	biological_process
GO:0007340	acrosome reaction	2.1995424952016764e-05	1	2	biological_process
GO:0006824	cobalt ion transport	6.0486874346668346e-05	2	6	biological_process
GO:0061037	negative regulation of cartilage development	2.2032895862423448e-05	1	5	biological_process
GO:0071347	cellular response to interleukin-1	0.007583944866593907	3	6	biological_process
GO:0051603	proteolysis involved in cellular protein catabolic process	2.2032895862423448e-05	1	5	biological_process
GO:0071356	cellular response to tumor necrosis factor	0.0026658589774648618	2	6	biological_process
GO:0032331	negative regulation of chondrocyte differentiation	2.2032895862423448e-05	1	6	biological_process
GO:0008284	positive regulation of cell population proliferation	0.009755540636439545	19	5	biological_process
GO:0045944	positive regulation of transcription by RNA polymerase II	0.013569546234450664	12	8	biological_process
GO:0009914	hormone transport	2.4744853069979394e-05	1	4	biological_process
GO:0018105	peptidyl-serine phosphorylation	7.288803639486001e-05	4	7	biological_process
GO:0031099	regeneration	0.004769066231988488	3	3	biological_process
GO:0042060	wound healing	0.019905104523897786	12	4	biological_process
GO:0001558	regulation of cell growth	0.0008561318060769671	2	4	biological_process
GO:0051276	chromosome organization	0.00036242877212867847	6	5	biological_process
GO:0006289	nucleotide-excision repair	4.7495442624585386e-05	2	6	biological_process
GO:0090166	Golgi disassembly	3.299313742423286e-05	1	6	biological_process
GO:0007399	nervous system development	0.0065854661414172545	6	4	biological_process
GO:0042276	error-prone translesion synthesis	3.299313742663905e-05	1	8	biological_process
GO:1990776	response to angiotensin	0.00021759759683756953	2	5	biological_process
GO:0018101	protein citrullination	3.299313742663905e-05	1	8	biological_process
GO:0006812	cation transport	3.299313742663905e-05	1	5	biological_process
GO:0006301	postreplication repair	0.00021140047314101954	2	6	biological_process
GO:0006383	transcription by RNA polymerase III	3.299313742663905e-05	1	6	biological_process
GO:0007265	Ras protein signal transduction	3.299313742663905e-05	1	5	biological_process
GO:0045786	negative regulation of cell cycle	6.900177666106954e-05	2	5	biological_process
GO:0032218	riboflavin transport	3.299313742663905e-05	1	5	biological_process
GO:0035973	aggrephagy	3.299313742663905e-05	1	6	biological_process
GO:0070574	cadmium ion transmembrane transport	3.299313742663905e-05	1	6	biological_process
GO:0035434	copper ion transmembrane transport	3.299313742663905e-05	1	6	biological_process
GO:0006069	ethanol oxidation	3.299313742663905e-05	1	4	biological_process
GO:0007229	integrin-mediated signaling pathway	0.0003151358946809467	5	4	biological_process
GO:0010976	positive regulation of neuron projection development	0.0031617336978617392	6	7	biological_process
GO:0033138	positive regulation of peptidyl-serine phosphorylation	0.010224983680492683	4	9	biological_process
GO:0035767	endothelial cell chemotaxis	0.004302398926333247	5	5	biological_process
GO:0038084	vascular endothelial growth factor signaling pathway	0.004809637430756459	4	6	biological_process
GO:0051092	positive regulation of NF-kappaB transcription factor activity	0.005071225181804155	6	5	biological_process
GO:0038033	positive regulation of endothelial cell chemotaxis by VEGF-activated vascular endothelial growth factor receptor signaling pathway	0.006364947077431845	3	7	biological_process
GO:0035924	cellular response to vascular endothelial growth factor stimulus	0.004809637430756459	4	6	biological_process
GO:0051272	positive regulation of cellular component movement	0.0051714154501094015	17	5	biological_process
GO:0010595	positive regulation of endothelial cell migration	0.002862377714647404	8	6	biological_process
GO:0043552	positive regulation of phosphatidylinositol 3-kinase activity	0.0008774862139790168	2	7	biological_process
GO:0048010	vascular endothelial growth factor receptor signaling pathway	0.003891590800188189	6	6	biological_process
GO:0043536	positive regulation of blood vessel endothelial cell migration	0.004809637430756459	4	7	biological_process
GO:0032793	positive regulation of CREB transcription factor activity	0.008730868425124418	2	5	biological_process
GO:1901727	positive regulation of histone deacetylase activity	0.008730868425124418	2	7	biological_process
GO:0007169	transmembrane receptor protein tyrosine kinase signaling pathway	0.003791494292968413	12	5	biological_process
GO:0043123	positive regulation of I-kappaB kinase/NF-kappaB signaling	0.006901142166816767	2	7	biological_process
GO:0097345	mitochondrial outer membrane permeabilization	0.0037637112447591065	2	7	biological_process
GO:0006939	smooth muscle contraction	0.0012717454454200456	4	5	biological_process
GO:0070267	oncosis	3.8491993661605005e-05	1	7	biological_process
GO:0034728	nucleosome organization	3.911652420396869e-05	1	5	biological_process
GO:0030183	B cell differentiation	0.00901770957737792	6	5	biological_process
GO:0015871	choline transport	4.399084990218536e-05	1	5	biological_process
GO:0086069	bundle of His cell to Purkinje myocyte communication	4.399084990218536e-05	1	4	biological_process
GO:0010832	negative regulation of myotube differentiation	0.00014846911841984268	2	8	biological_process
GO:0030595	leukocyte chemotaxis	0.005107476921518641	2	3	biological_process
GO:0007369	gastrulation	0.006401743653655077	7	4	biological_process
GO:0042254	ribosome biogenesis	0.00027266719342663347	3	5	biological_process
GO:0043616	keratinocyte proliferation	0.011426188750092056	5	4	biological_process
GO:0051028	mRNA transport	0.005241107034673745	2	5	biological_process
GO:0006811	ion transport	0.0010948642230475003	5	4	biological_process
GO:0070571	negative regulation of neuron projection regeneration	0.0002651980816153073	2	5	biological_process
GO:0051971	positive regulation of transmission of nerve impulse	5.508176333091464e-05	1	5	biological_process
GO:0050805	negative regulation of synaptic transmission	0.0013886922804780715	3	5	biological_process
GO:0050885	neuromuscular process controlling balance	5.508176333091464e-05	1	5	biological_process
GO:0050771	negative regulation of axonogenesis	0.0002598734620615037	4	6	biological_process
GO:0050808	synapse organization	0.003580227365899752	6	5	biological_process
GO:0008306	associative learning	0.0008167219800013049	3	4	biological_process
GO:0050770	regulation of axonogenesis	0.003250609584428136	6	5	biological_process
GO:0035641	locomotory exploration behavior	5.508176333091464e-05	1	3	biological_process
GO:0048167	regulation of synaptic plasticity	0.003176358477768463	5	3	biological_process
GO:0043923	positive regulation by host of viral transcription	5.5270073789222126e-05	1	5	biological_process
GO:0010756	positive regulation of plasminogen activation	5.5270073789222126e-05	1	9	biological_process
GO:0048012	hepatocyte growth factor receptor signaling pathway	0.0008241411577199739	3	6	biological_process
GO:0034769	basement membrane disassembly	5.5270073789222126e-05	1	6	biological_process
GO:0010719	negative regulation of epithelial to mesenchymal transition	5.5270073789222126e-05	1	5	biological_process
GO:0048568	embryonic organ development	0.006412812579540683	10	4	biological_process
GO:0097066	response to thyroid hormone	0.0008885961906772111	2	4	biological_process
GO:2000347	positive regulation of hepatocyte proliferation	5.5270073789222126e-05	1	7	biological_process
GO:0090103	cochlea morphogenesis	0.00021032963403716106	2	4	biological_process
GO:0050910	detection of mechanical stimulus involved in sensory perception of sound	0.0008885961906772111	2	4	biological_process
GO:0007267	cell-cell signaling	0.00509898148891197	5	2	biological_process
GO:0008298	intracellular mRNA localization	6.415332277402072e-05	1	4	biological_process
GO:0033344	cholesterol efflux	6.598554915329577e-05	2	8	biological_process
GO:0071559	response to transforming growth factor beta	0.002393283053180799	6	3	biological_process
GO:0007431	salivary gland development	6.598591198911128e-05	1	5	biological_process
GO:0006264	mitochondrial DNA replication	6.598627485327823e-05	1	7	biological_process
GO:0090148	membrane fission	6.598627485327823e-05	1	5	biological_process
GO:0042180	cellular ketone metabolic process	6.598627485327823e-05	1	3	biological_process
GO:0042255	ribosome assembly	6.598627485327844e-05	1	6	biological_process
GO:0030168	platelet activation	0.00247094675361706	7	3	biological_process
GO:0001709	cell fate determination	7.244510346361122e-05	1	3	biological_process
GO:0061024	membrane organization	0.009143749075399494	5	4	biological_process
GO:0050776	regulation of immune response	0.011302149885172448	11	4	biological_process
GO:0048863	stem cell differentiation	0.007654128240119848	5	4	biological_process
GO:0007179	transforming growth factor beta receptor signaling pathway	7.698398732882478e-05	1	6	biological_process
GO:0019372	lipoxygenase pathway	7.698398732882478e-05	1	5	biological_process
